#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      355.6   400.2   160.7   222.6   247.4   330.4   359.9   375.0   387.5   400.1   420.3   455.4   624.1  5360.7 15678.0   4948.4     5000  1715259494964  1715259500433
read      376.7   332.3   148.8   204.0   221.2   360.2   413.5   439.5   457.8   477.7   502.8   541.9   662.0  4903.0 17597.3   9927.4    10000  1715259501937  1715259507312
read      399.6   306.8   148.8   199.4   217.0   374.4   446.0   485.8   512.8   541.3   577.0   628.3   788.7  4956.3 10198.7  15000.4    15000  1715259508815  1715259514150
read      432.4   324.5   148.8   198.9   216.6   400.0   484.2   533.0   568.5   609.2   662.5   774.0   965.0  3208.6 12948.1  19937.6    20000  1715259515654  1715259520991
read      425.0   276.4   137.8   192.0   207.2   373.9   477.0   540.9   585.0   632.8   701.5   822.4  1056.0  1957.3  9804.9  25079.8    25000  1715259522495  1715259527833
read      455.5   325.8   148.8   194.6   210.9   385.5   502.1   578.9   634.3   714.4   813.3   937.1  1184.9  1791.5 13762.4  30168.0    30000  1715259529336  1715259534654
read      459.7   371.7   137.8   193.5   209.1   364.8   487.5   577.3   648.5   749.7   859.2  1006.9  1274.8  2010.3 14288.1  34961.6    35000  1715259536158  1715259541469
read      437.9   345.5   148.8   192.5   206.7   320.8   438.0   536.3   625.2   732.7   859.9  1039.6  1306.9  1854.0 12321.5  39938.4    40000  1715259542974  1715259548276
read      459.6   338.5   148.8   193.8   210.1   341.5   453.1   537.0   626.0   774.3   931.9  1129.8  1477.8  1883.9  9723.8  45084.2    45000  1715259549780  1715259555098
read      447.7   364.4   148.8   193.0   208.1   322.1   416.6   501.0   589.0   738.2   930.5  1169.6  1538.2  1929.9 13008.5  50207.0    50000  1715259556601  1715259561915
read      454.5   383.2   137.8   195.4   211.1   324.8   406.8   486.2   575.7   729.0   951.0  1234.2  1663.2  2240.0 10756.1  55092.6    55000  1715259563419  1715259568717
read      445.3   384.3   148.8   192.6   207.8   318.4   401.4   478.5   554.7   693.9   930.0  1209.2  1619.2  2316.9 12146.7  60078.0    60000  1715259570221  1715259575522
read      460.1   363.9   148.8   195.8   212.9   335.5   425.6   499.0   576.1   711.3   937.6  1233.1  1717.7  2239.2  8435.8  64887.0    65000  1715259577025  1715259582327
read      487.1   436.1   137.8   201.1   219.2   340.9   427.2   504.3   595.1   770.5  1043.7  1378.7  1927.5  2725.9 12698.3  69912.0    70000  1715259583831  1715259589134
read      490.5   450.5   137.8   202.3   220.5   339.0   427.0   507.2   603.2   781.8  1032.5  1351.8  2066.1  2941.6 12663.8  74848.3    75000  1715259590638  1715259595942
read      609.9   681.8   148.8   216.6   239.7   373.2   479.7   628.8   837.4  1091.5  1438.2  1808.8  2630.0  5218.1 25575.8  79778.6    80000  1715259597446  1715259602772
read      862.7  1210.6   148.8   252.0   292.5   464.0   627.0  1404.5  1546.1  1646.2  1744.5  1918.7  3056.6 13182.2 37461.1  77130.4    85000  1715259604277  1715259609596
read      862.3  1121.7   148.8   251.8   293.9   468.2   708.6  1443.6  1560.3  1655.2  1753.5  1903.6  2825.8 13168.4 32474.7  77044.4    90000  1715259611100  1715259616417
read      863.6  1066.2   148.8   254.8   298.0   468.7   720.4  1449.4  1562.2  1657.8  1762.4  1928.8  2844.5 12790.3 31602.1  76820.8    95000  1715259617921  1715259623228
read      841.7  1284.9   148.8   254.7   303.8   436.8   557.3  1374.5  1519.5  1616.0  1725.4  1879.3  2949.8 16430.0 36738.0  79492.8   100000  1715259624732  1715259630050
read      803.5  1108.1   148.8   256.5   309.4   418.7   537.8  1362.4  1503.6  1595.9  1697.7  1845.2  2737.8 12859.5 32209.0  82579.4   105000  1715259631553  1715259636869
read      856.1  1159.4   160.7   256.5   305.9   456.3   660.7  1425.4  1549.5  1644.3  1739.2  1899.1  2834.2 15969.1 32546.3  77949.0   110000  1715259638372  1715259643679
read      770.9  1087.0   148.8   285.6   310.5   391.8   490.2  1313.9  1463.6  1564.8  1667.9  1808.6  2708.5 13511.2 35213.1  86081.6   115000  1715259645183  1715259650495
read      813.9  1242.7   148.8   268.7   322.1   417.5   508.4  1339.0  1489.1  1592.8  1693.8  1837.5  2759.6 13473.6 32392.5  82102.4   120000  1715259651998  1715259657303
read      851.1  1087.3   148.8   275.1   311.8   455.7   691.0  1434.3  1543.9  1636.4  1753.9  1904.5  2756.1 13620.4 31892.3  77999.0   125000  1715259658806  1715259664117
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.56%,70.35%,100.00%
