Random waveform, supplied seed
Total number of intervals = 90 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616)
Average QPS expected = 51583
Timestamp start: 1715513100878
Timestamp end: 1715514001379

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      337.4   395.6   160.7   208.3   225.3   319.2   346.7   362.6   372.6   387.1   402.6   433.8   563.2  5826.2 17375.4   7452.8     7434
read      372.5   228.6   148.8   200.9   214.0   329.9   395.5   436.1   468.8   508.6   563.3   648.8  1066.8  2471.5  6539.0  67246.3    67201
read      357.4   203.4   148.8   201.7   214.7   324.5   386.0   422.7   450.9   485.7   532.4   607.3   799.0  1911.8  7351.3  85944.0    85927
read      371.2   265.5   148.8   200.5   213.3   330.7   395.0   435.2   468.2   508.7   563.8   643.9  1001.9  2241.9  7958.1  63903.7    63953
read      377.5   296.5   148.8   197.9   211.3   329.0   408.1   460.0   494.0   531.0   576.6   643.5  1048.7  2435.0  8883.6  31601.8    31595
read      360.5   241.0   148.8   203.0   216.5   326.9   388.6   425.0   452.9   486.9   532.7   606.5   794.6  2051.0  8595.0  87898.0    87879
read      347.0   486.7   160.7   209.7   226.6   319.8   347.5   363.3   373.2   388.0   403.5   435.1   736.5  7739.5 20102.4   7295.4     7287
read      367.0   217.3   148.8   202.7   215.9   335.0   400.0   440.4   471.2   508.4   556.7   630.2   790.1  1594.7  8003.1  62287.8    62295
read      339.2   429.9   160.7   211.0   228.9   315.1   340.7   355.1   365.5   376.9   394.9   425.0   592.9  8121.9 16828.0   6571.5     6561
read      360.5   260.8   148.8   201.5   213.6   329.2   408.3   448.1   472.3   498.0   528.4   573.6   688.5  2392.9 11345.2  22464.7    22532
read      380.2   225.3   148.8   203.2   216.6   343.5   413.7   457.2   490.6   530.9   584.3   663.8   872.1  2063.2  7801.7  60671.7    60653
read      380.0   210.7   148.8   205.9   220.1   343.7   412.8   456.4   489.6   530.0   583.3   661.6   859.4  1871.3  7686.6  59013.8    59076
read      384.2   285.4   148.8   206.2   220.5   345.9   416.1   459.4   492.4   532.4   585.5   665.5   873.4  2055.9 10290.0  60097.2    60154
read      375.6   298.2   148.8   200.5   212.8   335.9   419.5   462.2   489.6   519.1   554.2   618.2   918.2  3348.9 11210.3  22845.3    22964
read      350.9   427.8   160.7   205.8   221.1   327.8   360.9   378.3   392.0   406.5   429.2   467.0   655.8  7542.6 13932.5   8176.9     8172
read      379.2   294.8   148.8   200.1   212.9   330.9   413.5   462.5   493.8   528.0   570.4   635.3  1015.2  3654.5 10633.7  27750.9    27652
read      376.4   236.2   148.8   198.2   211.7   332.1   404.0   454.8   491.2   532.2   582.7   653.8  1034.1  2100.2  9055.2  37493.3    37594
read      372.3   295.9   148.8   199.0   211.7   329.2   413.0   458.1   486.6   516.6   551.9   615.0   920.6  3314.5 10885.7  24371.7    24367
read      376.2   248.0   148.8   199.7   212.8   330.7   405.5   456.6   491.9   531.0   578.2   644.2  1025.8  2158.4  8298.2  33802.3    33771
read      373.7   239.6   148.8   205.6   220.1   338.9   404.1   444.6   474.5   511.7   561.4   638.2   834.0  2151.5  7932.5  84827.8    84944
read      373.4   213.5   148.8   205.4   220.1   338.6   403.8   444.1   473.7   510.5   559.8   637.7   848.1  2096.7  7981.2  85813.3    85666
read      382.7   255.2   148.8   203.8   217.4   343.7   414.9   459.7   494.2   535.2   588.2   666.9   867.8  2080.5  9545.4  51951.3    51918
read      454.6   644.7   148.8   202.2   215.5   339.8   435.7   500.2   547.3   618.2   779.4  1044.0  1482.8  8010.9 31220.0  34488.7    34406
