Random waveform, random seed
Total number of intervals = 100 (16579, 53879, 13230, 15615, 5620, 73088, 42030, 91971, 94614, 48077, 78181, 40244, 95938, 75271, 59111, 72977, 70377, 72584, 23725, 60956, 7435, 87827, 72459, 15656, 27287, 84380, 95435, 63972, 73752, 87353, 96844, 92103, 23117, 20940, 11055, 30099, 26513, 89342, 85803, 80209, 10011, 57707, 41535, 48811, 67585, 84268, 14247, 8491, 70924, 54418, 44663, 74944, 66251, 85265, 61784, 57284, 50232, 88775, 50913, 52111, 33504, 74194, 93838, 13219, 20454, 14390, 31454, 12431, 64679, 79618, 57850, 67602, 76505, 91243, 19183, 19735, 77930, 92298, 74611, 73436, 89427, 89054, 81477, 48029, 27807, 74529, 30685, 91276, 91516, 46304, 15866, 33140, 30556, 13307, 70439, 79895, 52079, 77097, 55105, 10255)
Average QPS expected = 55618
Timestamp start: 1715333335474
Timestamp end: 1715334335988

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      379.9   328.0   148.8   208.2   222.9   360.1   425.4   454.2   472.3   493.5   517.7   553.2   753.1  4508.5 12481.3  16541.8    16579
read      382.4   243.0   148.8   203.4   217.1   337.6   410.5   456.2   492.3   536.6   590.3   669.7  1015.7  2293.5  8016.6  53945.7    53879
read      388.4   368.8   160.7   210.8   225.8   364.4   420.4   447.6   465.9   489.6   520.6   584.0   932.9  4318.9 14975.0  13161.4    13230
read      389.1   318.7   160.7   208.8   223.9   367.1   429.7   459.3   479.3   502.3   535.1   596.2   857.9  3949.8 13056.2  15592.4    15615
read      446.9  1065.4   160.7   218.4   241.0   343.4   385.4   406.7   423.9   443.4   470.7   540.1  3096.3 15737.1 37206.2   5598.1     5620
read      463.4   653.7   148.8   206.7   222.6   354.3   427.5   472.8   509.5   558.8   634.0   972.8  2498.7  6977.2 30433.5  72935.1    73088
read      429.7   346.7   148.8   203.9   218.4   341.4   432.3   497.1   545.7   606.4   711.3  1020.3  1416.3  2553.8 10202.7  41927.6    42030
read      373.4   222.7   148.8   208.1   223.9   341.7   404.5   442.1   469.9   504.7   549.5   623.8   799.6  2076.9  8364.7  92112.6    91971
read      369.8   183.2   148.8   209.4   225.4   342.3   403.0   439.7   467.0   500.5   543.3   612.4   761.4  1594.3  7946.7  94620.7    94614
read      377.9   208.6   148.8   206.0   220.7   343.9   415.4   459.7   494.8   536.7   585.8   650.8   773.8  1354.1  9519.5  48041.5    48077
read      372.9   216.0   148.8   205.9   220.6   336.9   404.8   446.5   477.7   516.5   567.4   642.5   822.1  1757.1  7814.0  77878.6    78181
read      394.8   257.8   148.8   204.7   219.0   340.7   421.4   473.8   513.8   558.3   613.2   708.8  1231.2  1748.2  8632.1  40214.6    40244
read      385.6   239.8   148.8   213.4   230.1   352.5   416.6   455.4   484.7   520.6   568.7   642.0   846.6  2378.0  9878.0  95875.4    95938
read      381.7   237.5   148.8   206.6   221.5   341.8   412.8   454.7   486.3   525.2   576.2   656.8   891.0  2504.3  9223.8  75288.0    75271
read      444.4   417.5   148.8   208.7   224.4   354.0   431.9   486.3   531.0   589.0   680.4  1005.3  1834.4  3987.0 11271.6  59104.5    59111
read      407.4   368.4   148.8   208.4   223.7   348.7   421.2   465.1   499.7   542.3   598.6   697.7  1539.7  4043.5 12519.4  73043.1    72977
read      421.4   359.3   148.8   208.9   224.6   354.0   429.2   475.6   512.3   558.9   624.3   750.8  1726.2  4074.8 10159.0  70350.2    70377
read      393.8   284.6   148.8   207.0   221.9   345.2   418.8   463.1   497.3   538.6   592.3   683.9  1188.9  3030.3  8756.0  72634.3    72584
read      488.5   428.1   160.7   210.0   225.9   400.4   530.0   614.0   691.1   779.3   871.7   996.3  1249.3  4666.4 12994.8  23694.1    23725
read      449.2   446.2   148.8   209.3   225.3   357.1   435.7   490.5   534.9   592.8   685.8  1015.7  1828.5  4410.7 12914.7  61025.9    60956
read      405.6   557.8   160.7   216.7   235.9   363.0   413.9   443.8   465.1   490.9   523.4   576.8  1152.8  7426.2 28492.3   7454.9     7435
read      375.0   227.2   148.8   207.9   223.3   340.0   404.8   444.2   473.3   509.9   559.3   635.2   817.1  2356.3  7980.3  87648.9    87827
read      399.9   337.5   148.8   208.6   224.1   350.5   425.5   469.4   503.5   544.3   597.7   687.7  1084.4  3954.1  9990.6  72455.2    72459
read      481.1   878.2   160.7   211.2   227.1   390.9   467.5   510.1   546.1   600.3   681.3   799.2  2005.3 12702.0 32200.9  15623.5    15656
read      420.3   372.7   148.8   205.4   220.2   351.6   454.3   507.1   542.1   584.7   656.4   851.9  1174.9  3237.5 14087.7  27254.9    27287
read      390.3   298.3   148.8   207.5   223.0   344.0   413.2   455.0   487.0   526.6   579.5   670.2  1200.1  2900.1 11923.4  84363.1    84380
read      375.9   256.2   148.8   209.4   225.5   343.9   406.6   444.4   472.3   507.1   551.9   625.3   795.6  2161.4 10053.7  95546.1    95435
read      484.2   635.0   148.8   211.2   227.9   363.0   444.2   500.3   546.1   609.9   722.5  1216.4  2306.9  7420.5 28254.5  64008.5    63972
read      416.5   519.2   148.8   206.9   222.2   347.3   420.6   464.3   498.7   540.3   595.3   691.7  1665.1  6909.0 21579.4  73695.5    73752
read      371.7   208.9   148.8   206.1   221.4   337.9   403.3   442.8   471.7   508.2   556.5   632.0   807.2  1990.0  7988.1  87253.0    87353
read      376.6   286.4   148.8   208.1   224.4   343.3   405.4   443.7   471.9   507.5   553.5   627.1   798.4  2025.4 12438.6  96872.7    96844
read      371.5   219.3   148.8   206.1   221.7   339.5   402.5   440.9   469.6   505.2   551.0   625.4   795.2  1955.3  7766.7  92005.7    92103
read      494.7   501.7   160.7   204.9   220.5   403.1   533.2   625.3   700.8   777.9   864.0   993.9  1292.2  6776.5 15722.0  23093.5    23117
read      487.9   565.6   148.8   205.6   221.3   408.5   524.8   604.0   670.1   741.0   818.5   930.5  1243.1  8012.3 28543.7  20930.7    20940
read      451.9   742.6   160.7   204.6   222.1   386.4   462.4   505.0   535.0   569.2   612.2   685.9  1381.6  9609.7 32191.4  11072.5    11055
read      510.0   582.0   148.8   206.8   222.7   373.2   522.4   636.4   753.7   864.2   979.1  1120.2  1399.7  7700.4 18929.9  30101.7    30099
read      500.9   428.3   160.7   209.1   225.0   397.6   540.5   641.8   731.3   819.6   913.5  1041.6  1351.8  4628.9 10843.3  26523.3    26513
read      389.5   311.9   148.8   207.5   223.5   346.4   413.7   455.1   486.2   524.8   577.0   665.3  1010.2  2980.8  8715.9  89280.7    89342
read      377.8   247.6   148.8   206.5   222.1   342.4   410.1   451.2   481.2   517.7   566.5   641.6   841.8  2113.7  7997.3  85940.3    85803
read      382.4   279.3   148.8   205.7   220.9   343.4   414.2   456.7   488.5   527.0   577.5   658.2   871.2  2271.7 10024.8  80320.5    80209
read      438.9   697.5   160.7   208.9   227.4   377.7   449.0   487.5   513.6   543.5   581.6   640.7  1362.5  9353.4 31674.3   9938.7    10011
