#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      372.0   378.0   160.7   232.0   253.3   348.9   381.6   399.6   413.4   429.3   451.1   485.3   625.6  5972.6 12428.8   5018.0     5000  1715115544656  1715115550039
read      429.9   845.8   160.7   223.0   240.5   408.0   466.5   494.7   513.2   536.0   563.5   603.7   693.3  5480.5 36858.5   9972.2    10000  1715115551548  1715115556916
read      442.2   299.4   148.8   222.6   241.5   421.7   506.7   546.7   574.2   604.8   642.7   701.4   823.5  4429.9 10463.1  14926.0    15000  1715115558419  1715115563737
read      460.8   311.5   160.7   220.6   240.8   433.6   524.7   573.7   607.8   644.6   691.5   754.8   909.9  4221.1 11084.7  19974.0    20000  1715115565241  1715115570559
read      460.7   245.8   160.7   217.7   237.1   432.5   526.1   577.8   615.1   658.2   709.2   779.0   928.9  1472.5  7945.7  25133.0    25000  1715115572063  1715115577367
read      468.5   253.4   160.7   218.0   236.4   445.3   534.1   586.8   626.6   672.6   725.2   797.7   942.8  1336.8  7937.0  30047.4    30000  1715115578871  1715115584167
read      469.9   296.1   148.8   214.9   233.0   444.9   534.7   587.2   627.8   674.9   729.7   804.7   967.7  1907.6 12368.1  34883.6    35000  1715115585671  1715115590968
read      478.5   239.6   160.7   218.4   237.2   459.1   552.2   604.4   643.4   692.1   748.7   832.6   993.8  1354.4  7840.7  39881.8    40000  1715115592472  1715115597779
read      472.4   285.8   148.8   214.2   233.0   443.4   539.4   592.2   633.8   684.5   745.1   838.8  1058.7  1973.1  8647.7  45066.3    45000  1715115599284  1715115604595
read      473.5   262.6   148.8   219.3   237.8   442.0   539.5   594.4   636.0   685.7   745.2   839.5  1014.1  1752.1 10016.2  49740.8    50000  1715115606100  1715115611383
read      473.2   257.7   148.8   217.2   236.9   438.6   535.5   590.6   632.8   686.0   752.6   858.0  1054.4  1471.7  8728.5  54948.2    55000  1715115612887  1715115618180
read      476.7   242.2   148.8   223.4   244.4   439.1   538.3   595.7   638.8   691.7   756.2   854.5  1048.7  1445.6  8257.4  60004.2    60000  1715115619684  1715115624978
read      469.6   251.9   148.8   221.2   243.0   432.5   530.5   585.5   627.8   678.2   742.0   839.4  1028.0  1372.6  8266.0  64831.4    65000  1715115626482  1715115631780
read      467.0   238.1   148.8   224.5   247.5   426.7   522.2   580.3   623.9   675.1   737.9   832.1  1017.9  1365.0  7597.6  69966.4    70000  1715115633284  1715115638572
read      479.0   246.2   148.8   234.2   261.0   438.4   530.2   589.5   634.8   687.9   750.1   842.4  1009.4  1276.6  8728.3  74952.0    75000  1715115640076  1715115645385
read      798.6   483.9   160.7   301.4   370.6   738.7   812.8   869.5   962.9  1303.5  1430.3  1533.4  1698.5  3981.9 16740.8  73708.6    80000  1715115646889  1715115652185
read      823.2   422.4   160.7   516.9   551.2   678.0   819.9  1106.7  1166.1  1221.5  1274.5  1349.8  1475.9  3418.0 16653.5  78931.8    85000  1715115653688  1715115658998
read      808.3   395.1   148.8   514.3   548.8   665.6   771.6  1101.0  1155.2  1207.2  1255.7  1324.2  1449.6  4028.3 13120.5  80434.2    90000  1715115660502  1715115665806
read      880.7   468.1   160.7   572.4   606.2   724.8   802.6  1202.1  1276.7  1326.2  1373.2  1446.0  1568.1  4063.7 18039.8  74681.9    95000  1715115667311  1715115672613
read      826.3   409.1   160.7   520.8   554.6   673.8   864.3  1125.4  1181.0  1225.4  1268.0  1337.7  1467.6  3910.9 14087.6  79503.2   100000  1715115674116  1715115679413
read      821.6   413.1   173.5   514.6   547.4   678.1   809.5  1105.1  1160.7  1215.1  1268.3  1348.0  1479.9  4290.5 14623.5  79912.2   105000  1715115680916  1715115686203
read      838.6   429.5   160.7   531.2   563.5   688.5   797.2  1126.9  1195.3  1248.9  1307.0  1373.0  1493.4  4450.5 15478.2  78286.1   110000  1715115687708  1715115693005
read      866.7   433.1   173.5   562.4   595.3   710.3   803.5  1183.2  1241.9  1296.4  1347.4  1414.1  1550.5  4337.0 15754.5  75970.6   115000  1715115694509  1715115699807
read      875.2   457.3   173.5   572.3   603.8   718.3   798.8  1196.1  1264.0  1316.8  1363.4  1434.4  1559.9  4779.6 17754.9  75311.6   120000  1715115701311  1715115706610
read      900.3   477.0   218.6   574.1   609.5   745.8   848.1  1195.2  1277.7  1338.2  1400.4  1477.4  1612.4  5704.1 17175.2  73311.7   125000  1715115708113  1715115713401
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 85.62%,42.50%,100.00%
