#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      377.3   683.5   173.5   230.9   252.9   333.0   362.8   378.0   390.5   403.0   423.8   458.0  1036.6  9633.4 31333.6   4942.2     5000  1715175908407  1715175913886
read      389.9   325.1   160.7   221.5   236.9   373.4   427.1   454.2   471.6   493.4   518.8   559.3   686.9  4220.5 11066.2  10034.4    10000  1715175915392  1715175920768
read      421.3   285.9   160.7   220.8   237.8   399.3   474.3   511.6   537.4   566.3   601.0   671.2   838.2  3209.7 15332.4  14893.8    15000  1715175922272  1715175927618
read      427.4   275.0   160.7   215.3   232.4   396.6   483.2   529.9   561.3   594.6   639.0   724.1   865.3  2000.2 11667.2  19977.2    20000  1715175929121  1715175934462
read      438.5   258.3   148.8   214.1   231.4   407.2   489.7   538.2   575.0   617.9   684.0   762.6   914.4  2399.3  8999.4  25026.6    25000  1715175935965  1715175941286
read      446.8   288.3   148.8   212.9   230.5   408.7   495.0   548.2   588.8   639.0   716.7   799.5   979.6  2243.5 11970.9  29901.6    30000  1715175942790  1715175948116
read      456.6   250.6   148.8   215.4   233.3   424.0   509.1   558.8   599.4   657.1   738.9   828.1  1006.3  1386.7  8547.8  34979.6    35000  1715175949620  1715175954930
read      472.4   256.2   148.8   216.6   235.1   444.7   538.6   587.5   626.4   684.9   757.6   847.6   996.0  1772.9  9627.3  39885.6    40000  1715175956433  1715175961735
read      454.1   272.4   148.8   212.4   230.1   415.7   510.5   564.2   605.7   661.2   737.2   832.3  1004.1  1365.3 11271.8  45067.9    45000  1715175963238  1715175968547
read      444.7   247.2   148.8   211.3   228.7   401.4   496.1   552.4   596.1   650.3   729.5   822.7   988.4  1586.0  8305.6  49955.0    50000  1715175970050  1715175975357
read      446.8   265.0   148.8   211.9   229.6   403.5   497.3   550.4   592.1   644.1   727.4   829.8  1010.9  1373.0 10096.9  54877.8    55000  1715175976860  1715175982173
read      463.4   234.2   160.7   218.8   239.5   423.0   520.0   576.0   618.1   672.9   744.4   846.6  1016.7  1445.7  7161.8  60073.6    60000  1715175983677  1715175988997
read      463.6   261.3   148.8   218.7   239.7   423.2   515.1   570.7   612.7   669.3   744.3   847.4  1018.6  1394.8 10094.9  64994.6    65000  1715175990501  1715175995825
read      471.3   262.1   148.8   227.5   252.0   430.9   523.0   577.2   618.6   673.3   741.6   836.9  1014.9  1380.0 10071.9  70013.1    70000  1715175997329  1715176002646
read      616.9   342.5   148.8   266.6   311.6   564.8   664.7   728.5   786.4   880.3  1032.6  1202.6  1402.2  1762.3 11643.8  74540.8    75000  1715176004150  1715176009452
read      563.5   308.0   160.7   260.0   299.5   508.0   608.2   677.6   736.9   816.7   920.2  1054.8  1261.8  1507.3 10856.9  80132.2    80000  1715176010955  1715176016261
read      840.1   416.2   160.7   528.2   562.7   698.3   801.9  1112.1  1190.3  1250.8  1316.5  1391.2  1548.7  4296.1 14859.0  76954.2    85000  1715176017764  1715176023087
read      768.8   376.8   160.7   460.4   496.6   638.5   847.8  1018.0  1076.1  1132.3  1187.2  1265.9  1410.9  2997.9 13193.8  83157.0    90000  1715176024590  1715176029891
read      779.5   415.4   173.5   472.6   501.9   639.6   909.3  1033.1  1085.0  1136.1  1186.9  1262.4  1393.7  4068.6 15684.6  83550.0    95000  1715176031394  1715176036694
read      856.2   414.1   187.4   545.9   575.8   708.8   813.9  1134.1  1212.3  1272.5  1337.0  1417.2  1571.4  4622.4 12864.3  76801.2   100000  1715176038198  1715176043499
read      816.2   435.9   187.4   524.1   554.3   665.8   765.9  1108.9  1165.2  1218.0  1268.3  1341.3  1471.1  5353.0 15375.8  80780.6   105000  1715176045002  1715176050307
read      864.0   426.5   160.7   564.0   596.1   709.8   798.0  1174.6  1240.4  1297.3  1351.0  1424.4  1565.3  3962.2 14502.4  76166.4   110000  1715176051811  1715176057126
read      816.2   404.3   148.8   518.8   549.2   668.2   793.3  1110.4  1163.0  1213.9  1263.3  1336.9  1473.5  4024.4 13901.6  80460.0   115000  1715176058630  1715176063932
read      870.3   444.6   202.4   562.6   595.8   720.2   805.2  1158.6  1240.3  1302.8  1359.9  1442.2  1592.8  5966.9 15072.7  75783.0   120000  1715176065437  1715176070751
read      806.5   419.4   148.8   510.8   535.3   659.5   824.3  1089.4  1141.0  1188.6  1242.7  1311.3  1449.3  4524.1 15421.5  81575.2   125000  1715176072255  1715176077551
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.39%,68.34%,100.00%
