Random waveform, random seed
Total number of intervals = 100 (66479, 28695, 95296, 22822, 90777, 63093, 16389, 88447, 53158, 60143, 33895, 82410, 50090, 76449, 88467, 12373, 41186, 69255, 38346, 23906, 70670, 53857, 35024, 59446, 96507, 37190, 73840, 35471, 70930, 66981, 98987, 20027, 58136, 31705, 45204, 52023, 84299, 70822, 52933, 75439, 30326, 51072, 50822, 41221, 89520, 31623, 97635, 82943, 70997, 50729, 96640, 91440, 5033, 87828, 93881, 73008, 26274, 56857, 97725, 84318, 12512, 96140, 52140, 44822, 89131, 57582, 21660, 32237, 48336, 57285, 68109, 59758, 29477, 31568, 19772, 41386, 12205, 72431, 20719, 86213, 24229, 92923, 39102, 8538, 98850, 78190, 87506, 5282, 99548, 34438, 81043, 69791, 13276, 17866, 16912, 39227, 5838, 31644, 55219, 20058)
Average QPS expected = 54740
Timestamp start: 1715330783267
Timestamp end: 1715331783823

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      379.9   275.3   148.8   204.7   219.4   336.9   408.9   453.2   487.8   529.0   579.6   654.9   864.6  2855.7 10006.2  66399.4    66479
read      389.8   268.0   160.7   201.9   214.8   333.5   427.6   483.0   518.2   552.7   597.1   681.7  1060.4  3156.7  9636.1  28685.9    28695
read      434.9   289.3   148.8   214.6   233.1   382.6   464.5   513.7   550.2   600.0   679.0   858.9  1137.0  2140.2 10658.5  95347.2    95296
read      381.4   268.6   148.8   204.9   218.9   343.6   432.3   476.3   503.6   531.1   562.4   609.8   767.5  3131.2 10920.7  22743.8    22822
read      366.6   242.5   148.8   205.2   219.9   331.7   393.1   429.8   458.7   494.2   539.7   613.7   818.1  2409.7  8211.4  90893.6    90777
read      465.2   499.3   148.8   206.6   222.4   345.4   425.9   488.9   541.9   620.0   786.1  1242.6  1952.9  4693.4 15274.9  63258.6    63093
read      475.2   754.1   160.7   204.9   220.9   397.5   496.7   556.2   599.3   643.7   697.2   783.7  1404.8  8975.6 33191.7  16460.8    16389
read      428.3   637.0   148.8   206.5   222.1   347.7   418.1   460.3   493.1   533.9   591.4   710.1  1814.7  9504.1 29229.9  88506.5    88447
read      383.9   318.4   148.8   204.2   218.5   339.4   413.9   461.0   498.6   541.1   591.2   664.3   859.5  2959.5 10197.1  53133.4    53158
read      373.2   187.9   148.8   204.8   219.0   336.5   407.8   453.0   489.0   531.5   582.8   654.6   802.9  1304.0  4599.1  59984.7    60143
