#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      444.3   411.3   187.4   263.5   288.9   416.1   462.1   486.0   501.8   521.5   545.1   584.1   747.7  8069.7 12680.4   4984.2     5000  1715152396691  1715152402096
read      466.9   290.1   173.5   243.6   264.3   460.0   531.9   567.3   590.4   617.4   647.2   692.7   806.5  3859.5  9521.9   9925.2    10000  1715152403599  1715152408947
read      478.3   275.9   160.7   231.5   252.1   461.7   562.7   612.1   643.4   677.5   719.2   779.9   902.2  2335.8  9860.0  15035.0    15000  1715152410451  1715152415758
read      492.8   329.4   160.7   228.9   250.0   457.3   573.4   633.6   673.9   717.1   765.5   829.5   977.1  3728.8 10877.5  19908.8    20000  1715152417262  1715152422575
read      490.0   313.1   160.7   227.4   247.3   441.9   560.9   630.0   677.5   730.1   790.2   866.4  1053.7  3020.6 12130.7  25130.2    25000  1715152424078  1715152429388
read      500.0   313.3   160.7   224.6   244.6   450.5   570.3   642.3   694.2   751.6   813.6   901.7  1120.5  3104.9 11081.1  29982.2    30000  1715152430892  1715152436209
read      514.4   306.2   148.8   222.8   241.6   455.1   592.0   671.1   727.9   791.5   864.7   986.9  1291.0  2010.8  8491.6  35008.2    35000  1715152437713  1715152443011
read      507.5   327.3   160.7   222.8   240.3   417.6   567.4   656.1   722.1   794.5   878.5  1039.1  1423.2  2352.6  9143.5  39972.6    40000  1715152444515  1715152449803
read      528.2   380.7   160.7   222.5   241.2   410.5   570.5   671.2   747.5   835.9   953.5  1162.4  1664.3  2345.8 11727.9  45131.6    45000  1715152451308  1715152456600
read      520.7   407.8   160.7   222.3   240.0   385.2   523.6   631.7   721.6   825.3   971.1  1250.0  1835.5  2930.4 10195.1  49981.8    50000  1715152458103  1715152463394
read      496.3   375.9   160.7   220.3   237.3   366.0   485.5   588.4   678.0   786.6   922.2  1187.6  1769.0  2767.7  9730.7  55128.0    55000  1715152464899  1715152470188
read      513.7   424.3   160.7   223.5   241.6   369.8   485.9   590.7   691.6   825.6  1000.8  1276.4  1863.9  3107.3 11963.4  59937.0    60000  1715152471692  1715152476986
read      576.1   509.7   160.7   232.6   255.3   401.4   518.9   629.4   751.9   932.2  1145.1  1579.6  2320.0  3621.4 13422.4  65291.8    65000  1715152478490  1715152483785
read      536.5   477.4   160.7   229.1   249.0   370.1   465.8   561.7   673.9   852.9  1095.8  1476.5  2176.6  3708.2 12242.3  70078.8    70000  1715152485288  1715152490589
read      618.3   560.1   148.8   230.6   254.3   397.7   520.5   691.3   878.9  1107.8  1432.6  1744.1  2369.9  3386.1 13099.8  74931.4    75000  1715152492093  1715152497389
read      970.0  1240.4   160.7   286.0   334.5   538.0  1284.8  1554.4  1655.3  1748.3  1852.8  2020.6  2946.2 17054.4 36112.0  68846.6    80000  1715152498893  1715152504185
read      917.0  1383.2   160.7   281.4   334.1   478.8   696.8  1453.8  1575.5  1677.0  1792.0  1985.5  2969.8 17311.4 36480.6  73440.8    85000  1715152505690  1715152510987
read      992.8  1432.8   160.7   286.3   333.4   542.0  1107.4  1552.7  1662.2  1755.6  1856.1  2018.5  2986.6 19856.2 37422.2  67927.8    90000  1715152512491  1715152517783
read      912.0  1349.6   160.7   294.6   334.1   475.4   700.1  1470.3  1575.8  1675.4  1792.5  1974.4  2950.8 17458.2 36564.6  73739.6    95000  1715152519286  1715152524573
read      906.4  1175.3   160.7   287.6   338.5   484.2   806.9  1495.0  1588.3  1685.3  1796.3  1970.1  2898.4 16756.5 35359.1  73689.4   100000  1715152526076  1715152531367
read      944.6  1421.3   173.5   286.8   339.1   501.6   789.1  1506.4  1606.2  1704.0  1814.4  1981.6  2935.3 20632.9 36428.7  71261.0   105000  1715152532871  1715152538164
read      921.1  1201.0   160.7   294.1   345.8   492.5   875.4  1513.6  1604.9  1699.3  1809.2  1978.9  2894.1 12898.6 33557.8  72439.0   110000  1715152539668  1715152544959
read      918.0  1380.9   160.7   286.1   335.9   481.8   717.2  1475.6  1583.8  1683.4  1794.3  1959.7  2933.9 19858.7 35699.4  73313.8   115000  1715152546463  1715152551755
read      918.6  1438.8   160.7   287.8   336.9   479.1   693.0  1449.1  1572.7  1675.1  1787.0  1969.2  2951.1 21327.1 37182.3  73609.2   120000  1715152553260  1715152558556
read      896.0  1321.2   160.7   292.7   327.3   467.1   682.2  1449.2  1564.7  1664.0  1777.5  1955.6  2943.4 16209.9 36704.4  74960.2   125000  1715152560061  1715152565358
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 83.50%,34.00%,100.00%
