#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      346.4   339.6   160.7   219.5   240.6   323.0   354.4   370.1   382.1   396.0   415.1   450.1   616.0  5260.8 12443.0   4965.0     5000  1715259020720  1715259026287
read      369.9   298.3   148.8   202.9   219.6   357.0   408.0   433.7   451.8   470.4   496.6   534.0   625.6  3226.3 12531.3  10019.6    10000  1715259027793  1715259033198
read      402.8   373.6   148.8   203.9   221.1   375.8   446.1   484.7   510.2   539.5   576.7   637.2   790.2  4339.5 17226.4  15061.4    15000  1715259034701  1715259040043
read      419.5   358.8   148.8   199.9   216.8   383.8   467.2   515.3   548.8   588.2   646.1   738.6   927.3  2031.0 18992.6  19901.0    20000  1715259041547  1715259046887
read      448.9   311.8   148.8   197.4   214.4   393.0   491.9   550.6   599.9   685.8   779.0   890.8  1091.3  2044.0 12260.2  25075.5    25000  1715259048390  1715259053735
read      438.6   317.1   148.8   195.9   211.4   367.5   480.1   552.9   609.0   684.0   766.2   885.3  1113.9  2159.9 11967.4  29982.6    30000  1715259055238  1715259060611
read      431.2   288.4   148.8   193.2   208.2   351.1   465.2   545.2   607.9   686.9   776.0   912.7  1149.2  1776.5  8028.8  34929.4    35000  1715259062114  1715259067439
read      449.5   326.7   148.8   199.0   214.1   344.0   465.9   554.2   636.2   744.2   858.1  1020.3  1258.0  1695.3  9818.0  40037.6    40000  1715259068943  1715259074257
read      435.1   330.4   148.8   194.9   209.4   325.0   439.3   531.4   619.7   724.4   835.4  1003.0  1255.6  1976.1 10158.7  44730.0    45000  1715259075761  1715259081063
read      443.4   333.4   148.8   196.1   211.0   322.4   414.9   502.7   593.7   733.9   895.8  1129.5  1454.6  2240.4  9354.1  49964.8    50000  1715259082567  1715259087870
read      426.8   336.6   148.8   193.3   207.6   313.8   397.4   477.4   562.0   689.1   841.8  1081.6  1425.7  1903.4  9872.3  55033.6    55000  1715259089373  1715259094673
read      451.2   349.2   148.8   196.8   213.2   334.9   429.2   506.8   578.8   705.0   896.1  1155.4  1571.0  2146.7  9026.6  59950.8    60000  1715259096177  1715259101496
read      458.6   376.6   148.8   199.8   216.4   334.8   421.8   499.2   578.4   720.5   925.1  1212.8  1667.5  2233.2 10622.6  64989.0    65000  1715259102999  1715259108295
read      458.5   363.2   148.8   200.1   216.7   332.5   419.0   495.4   576.3   720.1   939.2  1209.0  1715.8  2369.6  8461.7  70074.8    70000  1715259109799  1715259115101
read      486.7   433.1   148.8   205.5   223.0   334.6   417.5   498.7   593.0   777.6  1040.6  1361.6  2019.6  2952.0 11275.6  74802.4    75000  1715259116605  1715259121910
read      577.3   588.8   148.8   207.9   228.4   375.0   501.4   654.5   815.1  1014.1  1207.5  1636.2  2338.4  4947.2 17890.2  79924.0    80000  1715259123414  1715259128723
read      856.7  1286.6   137.8   253.2   298.2   452.5   589.9  1395.0  1536.2  1636.4  1735.2  1884.5  2952.5 16413.7 36917.1  78113.6    85000  1715259130227  1715259135543
read      852.4  1245.3   148.8   251.0   298.4   450.9   593.4  1386.4  1532.6  1632.9  1734.2  1892.2  2926.2 12909.6 35238.8  78156.0    90000  1715259137046  1715259142360
read      811.0  1231.2   137.8   265.3   301.8   418.0   542.2  1320.8  1476.3  1581.8  1696.7  1858.1  2811.8 16303.1 32518.1  82449.2    95000  1715259143864  1715259149176
read      824.9  1225.9   148.8   251.5   302.8   431.3   553.3  1345.3  1500.8  1597.6  1705.9  1860.6  2849.1 13564.2 35962.5  80952.4   100000  1715259150679  1715259155990
read      829.1  1043.4   137.8   255.4   305.7   440.7   618.0  1412.8  1536.2  1627.4  1724.1  1868.8  2764.9 12749.6 31568.0  79813.7   105000  1715259157494  1715259162803
read      884.1  1289.2   148.8   252.2   289.2   478.1   642.5  1432.5  1563.7  1665.8  1770.4  1926.0  2938.1 16308.8 35928.1  75741.2   110000  1715259164307  1715259169614
read      825.8  1265.3   148.8   257.7   300.8   428.2   551.4  1353.9  1504.3  1603.3  1716.1  1872.7  2827.5 16800.8 34675.7  81038.8   115000  1715259171118  1715259176420
read      856.5  1103.6   148.8   259.7   311.3   457.2   685.4  1442.3  1554.8  1645.7  1747.6  1903.5  2770.3 15203.9 32109.3  77432.0   120000  1715259177923  1715259183231
read      816.6  1093.5   148.8   257.7   309.9   427.2   568.9  1386.6  1513.5  1605.0  1711.2  1859.9  2752.9 12905.8 31917.0  81237.6   125000  1715259184735  1715259190223
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 84.65%,41.10%,100.00%
