#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      380.0   390.6   173.5   239.3   259.7   354.8   388.8   406.5   420.2   434.0   454.7   484.9   627.9  6476.5 14517.0   4982.2     5000  1715115781577  1715115787011
read      417.3   459.2   173.5   223.2   239.8   400.3   459.3   487.8   505.8   526.6   548.1   585.0   685.1  6265.0 17557.3  10022.4    10000  1715115788517  1715115793888
read      424.9   271.6   160.7   221.5   238.7   407.5   490.2   530.9   556.6   583.5   616.6   662.9   744.9  2997.4 10063.6  14992.2    15000  1715115795392  1715115800715
read      447.6   247.2   160.7   221.5   241.1   421.3   512.2   563.6   598.2   635.0   676.4   729.0   840.5  1990.6  8786.7  20066.0    20000  1715115802218  1715115807522
read      458.0   220.9   160.7   218.6   235.8   429.7   525.6   583.2   625.2   669.2   715.9   777.0   923.3  1582.6  7722.1  24916.7    25000  1715115809026  1715115814333
read      478.5   263.6   148.8   215.4   232.4   440.0   553.8   622.4   671.3   721.3   777.8   857.6  1048.0  1529.4  8058.1  30151.0    30000  1715115815837  1715115821160
read      479.0   294.8   148.8   211.4   227.4   420.9   545.3   622.6   680.3   738.5   810.8   926.8  1222.9  1625.1 10130.1  34971.0    35000  1715115822664  1715115827977
read      491.5   329.4   148.8   214.0   230.3   415.7   558.2   645.6   708.6   772.4   853.2   970.4  1255.5  1877.7 12657.2  39947.6    40000  1715115829480  1715115834768
read      484.6   335.3   148.8   213.0   228.6   383.7   522.6   615.9   691.4   771.6   872.6  1049.0  1419.3  1927.8 11507.0  45062.0    45000  1715115836272  1715115841573
read      484.5   365.5   148.8   215.6   231.5   370.8   498.2   595.4   681.1   773.8   893.6  1095.9  1473.4  2052.9 12743.9  49952.4    50000  1715115843076  1715115848379
read      487.3   371.0   160.7   216.6   232.9   365.4   475.1   575.1   668.4   778.7   913.1  1172.4  1645.1  2150.8 12196.5  55036.4    55000  1715115849882  1715115855183
read      499.8   385.6   160.7   220.7   238.7   377.2   491.6   583.4   671.2   786.2   937.7  1193.7  1672.0  2390.8 11079.4  59915.7    60000  1715115856688  1715115861982
read      485.4   370.8   137.8   218.9   235.9   361.3   463.7   550.9   641.6   765.1   931.0  1197.0  1672.2  2426.3 10567.9  64928.4    65000  1715115863485  1715115868784
read      493.8   393.9   160.7   221.5   239.4   362.9   459.6   544.5   634.7   766.6   967.4  1260.4  1740.4  2666.7 12293.8  70006.6    70000  1715115870287  1715115875581
read      904.8   934.4   160.7   282.9   322.9   508.9   969.2  1479.4  1594.0  1710.1  1848.7  2049.9  2958.4  9571.0 29820.7  69653.2    75000  1715115877084  1715115882375
read      853.3   873.0   160.7   286.2   325.1   459.0   765.1  1460.1  1566.6  1661.8  1768.1  1930.7  2880.1  9899.2 29081.5  76046.5    80000  1715115883879  1715115889172
read      948.9  1129.4   160.7   285.1   333.0   526.6  1237.8  1550.8  1648.6  1738.7  1846.2  2010.7  2917.8 13246.6 32865.4  69901.8    85000  1715115890675  1715115895969
read      908.6  1110.9   160.7   287.5   333.3   493.1   893.0  1512.9  1604.2  1702.4  1809.9  1965.9  2883.8 13025.5 32430.8  72947.5    90000  1715115897472  1715115902767
read      864.5  1077.5   160.7   290.5   338.4   454.9   676.6  1463.2  1569.0  1660.2  1756.7  1898.9  2826.3 12969.3 32030.0  76565.4    95000  1715115904270  1715115909578
read      897.7  1158.1   160.7   289.9   342.1   473.2   748.4  1496.4  1589.4  1682.8  1788.3  1954.0  2895.8 13780.1 35779.9  74180.0   100000  1715115911081  1715115916378
read      881.6  1236.2   160.7   297.8   340.7   456.1   637.5  1437.0  1558.6  1655.5  1767.9  1935.3  2914.8 15729.6 34571.8  75704.6   105000  1715115917882  1715115923180
read      949.9  1130.4   160.7   286.8   335.6   525.1  1247.2  1546.8  1644.4  1739.0  1847.6  2009.3  2916.1 12913.6 31770.1  70065.2   110000  1715115924684  1715115929973
read      854.0  1099.0   160.7   299.6   335.3   444.3   633.3  1437.8  1550.8  1641.3  1739.9  1890.3  2846.3 13106.7 31999.2  77691.6   115000  1715115931476  1715115936771
read      821.2   921.1   160.7   298.0   325.7   427.2   665.7  1428.7  1540.3  1630.8  1721.6  1865.4  2738.6 12682.3 30571.9  80243.4   120000  1715115938275  1715115943566
read      860.8  1078.5   160.7   292.9   327.5   453.9   689.4  1449.4  1556.9  1651.1  1762.9  1923.2  2821.7 12821.3 32158.4  77057.6   125000  1715115945070  1715115950363
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 86.81%,47.24%,100.00%
