#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      359.3   429.0   173.5   234.4   257.8   334.9   359.2   371.6   382.2   394.7   410.7   445.5   640.7  6511.8 23038.2   4980.4     5000  1715174269339  1715174274771
read      370.4   308.7   173.5   224.4   240.5   362.4   401.1   421.1   433.8   452.3   473.3   507.1   585.4  3842.3 11978.0   9960.4    10000  1715174276277  1715174281669
read      378.9   238.4   160.7   219.0   232.4   365.9   425.2   456.4   478.7   501.7   528.6   564.4   641.4  2944.0 10138.1  14908.0    15000  1715174283173  1715174288512
read      375.6   265.7   160.7   210.2   224.3   350.0   427.4   467.5   493.4   519.1   544.6   582.0   662.0  2372.2 10251.9  20020.0    20000  1715174290016  1715174295347
read      386.2   265.2   160.7   208.8   223.5   342.5   442.3   499.8   528.9   556.5   585.6   627.4   714.8  1382.6 11844.2  24778.0    25000  1715174296850  1715174302171
read      376.4   224.8   160.7   206.2   220.4   325.0   420.9   486.3   524.3   557.4   591.3   637.5   731.7  1258.1  9988.7  30088.2    30000  1715174303674  1715174309019
read      373.5   215.6   148.8   204.2   217.5   321.2   408.0   474.7   519.8   558.0   597.1   649.5   742.5  1268.5  8122.0  34682.4    35000  1715174310523  1715174315824
read      378.5   212.7   148.8   206.7   221.0   330.5   409.5   472.4   521.3   563.5   607.7   665.0   764.7  1263.0  7542.0  39904.8    40000  1715174317328  1715174322637
read      372.2   196.9   148.8   204.8   218.8   326.8   400.1   453.8   506.4   553.7   600.5   661.1   755.2  1222.9  6533.2  44883.8    45000  1715174324141  1715174329448
read      367.2   218.4   148.8   204.7   218.3   324.9   394.4   439.2   486.1   538.6   587.2   646.4   742.7  1171.4  9318.7  49988.6    50000  1715174330952  1715174336266
read      363.1   200.4   148.8   205.1   218.5   321.8   387.1   429.8   470.3   527.7   582.0   644.0   744.3  1225.1  8397.8  55261.0    55000  1715174337770  1715174343100
read      374.5   214.3   148.8   208.0   222.5   335.5   404.4   447.2   486.5   534.3   587.2   657.6   776.9  1568.3  8238.5  59863.8    60000  1715174344604  1715174349907
read      358.5   187.7   160.7   205.9   219.6   319.9   381.1   419.2   452.2   502.7   565.0   638.9   760.3  1603.3  7192.6  64924.8    65000  1715174351413  1715174356713
read      360.6   172.8   160.7   209.0   222.9   322.2   384.2   422.8   456.0   505.3   566.3   640.8   764.0  1178.9  6460.1  70017.2    70000  1715174358217  1715174363536
read      368.3   174.5   148.8   209.7   224.5   328.1   395.0   436.0   472.2   521.1   578.0   653.9   792.4  1285.1  5161.7  74725.6    75000  1715174365039  1715174370347
read      363.2   174.1   148.8   210.5   225.0   327.9   390.9   428.5   460.0   502.0   556.1   631.6   757.5  1334.2  5230.4  80048.8    80000  1715174371851  1715174377162
read      358.3   171.4   148.8   208.9   223.0   325.6   387.5   423.9   452.9   491.8   542.8   615.1   741.2  1122.5  5853.3  84996.0    85000  1715174378666  1715174383981
read      349.7   186.8   148.8   206.5   220.1   317.6   374.9   409.6   436.3   472.1   524.7   597.3   736.0  1352.4  6357.7  89890.8    90000  1715174385485  1715174390795
read      360.6   173.1   148.8   210.3   225.2   331.8   390.7   425.3   452.8   488.1   535.0   602.0   737.6  1428.5  6916.5  94713.1    95000  1715174392298  1715174397607
read      371.5   164.6   148.8   217.3   232.7   344.4   402.4   437.0   465.8   501.8   548.0   618.9   755.5  1067.3  4481.0 100194.4   100000  1715174399111  1715174404430
read      351.5   171.5   148.8   211.7   226.4   326.8   378.6   409.1   432.9   464.3   507.0   575.0   705.2  1006.1  6852.4 104804.3   105000  1715174405934  1715174411237
read      338.2   130.5   160.7   210.9   224.9   315.6   363.2   391.0   412.0   438.5   479.9   548.2   682.9   899.8  4029.0 109671.8   110000  1715174412741  1715174418037
read      380.3   190.7   160.7   222.3   240.2   355.9   408.9   442.6   469.4   503.9   548.5   620.1   762.7  1072.6  7412.4 114864.8   115000  1715174419541  1715174424853
read      551.5   224.9   160.7   303.2   336.9   524.4   627.7   678.3   712.8   749.9   798.5   865.3   996.1  1271.7  8248.0 114317.8   120000  1715174426357  1715174431656
read      534.9   240.9   160.7   289.2   323.8   501.4   596.9   650.7   688.4   733.9   790.1   868.8  1016.6  1281.5  7988.0 117034.7   125000  1715174433159  1715174438471
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.81%,72.73%,100.00%
