Random waveform, random seed
Total number of intervals = 100 (59679, 23414, 65485, 29627, 74124, 56143, 66761, 97919, 25405, 83506, 44903, 22029, 73819, 72563, 44311, 46133, 88533, 66387, 83939, 93139, 60563, 58033, 99391, 49336, 54251, 88231, 36601, 57363, 53979, 92036, 45337, 91908, 81039, 95169, 64430, 75478, 24925, 97213, 27107, 93211, 31485, 51027, 53665, 33145, 18540, 44388, 11235, 15023, 28297, 47803, 35225, 22382, 10482, 97757, 43357, 80265, 93006, 99772, 94964, 32987, 19263, 39643, 66208, 22695, 48092, 41465, 97003, 9075, 91080, 36167, 74091, 73426, 16027, 77162, 100000, 35961, 29292, 47446, 13378, 20157, 41900, 91080, 37809, 20454, 14195, 82481, 15414, 48877, 24039, 22954, 36660, 89563, 93556, 29677, 69370, 69656, 24567, 69111, 72776, 15186)
Average QPS expected = 54351
Timestamp start: 1715338585790
Timestamp end: 1715339586342

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      376.7   202.5   160.7   216.3   228.2   339.0   403.8   447.1   481.3   523.2   574.2   644.9   824.3  1756.3  8376.0  59817.6    59679
read      381.7   229.4   173.5   218.6   229.4   344.2   435.9   477.2   502.6   529.3   559.2   602.3   716.4  2872.7  8745.1  23416.0    23414
read      380.6   225.2   160.7   219.2   231.0   340.2   405.3   448.2   482.7   526.0   579.0   655.3   879.6  1628.1  7989.4  65452.0    65485
read      392.9   251.1   173.5   218.8   229.8   346.7   438.5   490.0   523.3   557.6   597.2   658.2   816.6  2654.3  9942.7  29677.0    29627
read      366.0   175.0   160.7   218.7   230.0   332.6   393.5   431.0   461.9   501.0   550.7   622.2   763.3  1260.2  6692.5  74075.2    74124
read      380.1   216.2   160.7   218.0   229.4   337.9   404.7   452.2   490.5   535.0   586.1   657.3   824.6  1960.7  8086.4  56100.3    56143
read      390.1   214.3   173.5   220.5   233.1   345.4   412.9   458.1   495.0   540.0   595.6   685.2   999.4  1777.3  7888.1  66746.2    66761
read      462.7   265.2   173.5   235.9   254.9   405.5   494.3   553.3   601.7   663.7   747.8   879.0  1120.0  1863.8  9377.0  97817.7    97919
read      390.5   271.3   173.5   217.8   228.6   345.2   439.3   488.4   519.0   550.0   587.5   645.2   856.5  1678.7 10180.5  25431.5    25405
read      361.3   174.5   160.7   219.2   230.8   331.8   391.1   426.0   453.8   488.9   535.1   600.8   726.0   969.8  5875.0  83466.1    83506
read      370.6   195.6   160.7   215.0   227.0   329.9   400.2   450.5   489.1   531.3   576.3   630.5   733.4  1386.2  7648.6  44899.4    44903
read      407.0   422.2   173.5   218.9   229.9   363.8   454.0   496.7   523.9   552.1   587.9   650.9   977.3  4511.3 18281.5  21990.3    22029
read      404.8   250.5   160.7   221.3   235.1   359.2   432.5   479.7   517.0   562.2   620.9   715.2   981.3  2368.6  8600.3  73710.8    73819
read      396.5   260.4   160.7   221.5   234.5   350.1   421.5   467.3   504.1   547.3   602.7   689.7   970.0  2955.6  8903.9  72607.6    72563
read      395.2   302.1   173.5   218.9   230.3   345.5   428.7   480.2   518.3   560.3   608.6   679.2   857.3  3022.5 11153.6  44277.3    44311
read      388.8   242.3   160.7   216.1   227.7   340.3   420.8   471.1   510.0   553.8   604.8   675.6   849.3  2557.9  8476.2  46130.4    46133
read      385.3   237.5   173.5   222.7   236.5   345.3   409.0   450.4   482.9   523.7   575.0   653.2   864.9  2114.2  9555.4  88473.9    88533
read      388.9   276.7   173.5   219.6   231.3   341.4   411.9   459.3   496.8   540.6   593.2   673.3   893.5  2462.8  8782.7  66419.8    66387
read      373.4   202.8   160.7   220.1   231.8   335.3   398.7   438.6   470.8   511.8   563.1   636.4   803.1  1741.7  8513.4  83977.2    83939
read      390.0   264.3   173.5   224.8   239.7   353.3   417.1   456.9   488.2   527.1   577.8   656.5   854.3  1968.9  9603.7  93243.3    93139
read      384.6   203.0   160.7   220.1   232.0   341.3   416.3   465.3   503.6   546.4   595.3   669.7   843.4  1389.6  7820.6  60624.3    60563
read      389.6   237.0   160.7   220.9   233.0   345.2   424.2   474.2   512.3   554.2   603.3   676.9   849.8  1417.0  7894.7  58081.4    58033
read      486.3   278.4   173.5   232.0   252.1   419.5   519.8   600.9   675.1   756.5   838.9   936.1  1100.2  1408.5  8615.2  99226.6    99391
read      394.9   253.1   173.5   220.7   232.7   348.2   429.4   481.1   519.6   562.5   612.8   681.1   844.7  1969.7  9653.7  49303.5    49336
read      398.3   234.7   173.5   221.2   233.8   353.6   432.7   482.8   520.1   562.6   616.1   692.4   880.3  1900.7  9598.8  54197.0    54251
read      396.4   238.1   160.7   226.1   241.2   360.0   426.1   467.2   500.5   541.0   592.4   674.9   858.8  1884.5  8432.6  88337.5    88231
read      401.1   237.4   160.7   220.6   232.6   355.8   445.0   497.3   534.2   574.3   619.9   682.8   847.0  1924.2  9945.8  36662.7    36601
read      397.2   238.1   173.5   222.0   234.7   350.8   428.2   478.9   518.0   562.8   616.1   690.1   868.2  2095.1  9899.0  57322.2    57363
read      399.2   227.5   173.5   222.5   235.6   354.1   433.8   485.3   524.2   569.2   622.2   694.7   863.0  1716.5  8254.2  53939.8    53979
read      426.4   261.8   160.7   232.7   249.5   379.8   453.2   500.6   537.9   583.9   646.8   767.2  1070.7  1923.6 10571.6  92182.6    92036
read      400.3   223.5   160.7   222.7   235.4   351.5   437.0   493.0   533.4   578.2   628.5   693.3   853.0  1826.4  7565.1  45283.1    45337
read      403.8   262.1   160.7   228.4   244.8   366.9   432.4   472.9   505.5   545.8   599.1   683.7   890.0  1775.8  8227.0  91793.3    91908
read      391.8   216.2   173.5   224.2   238.7   353.9   420.5   461.8   494.5   535.0   588.4   673.4   867.8  1899.5  7133.3  80991.6    81039
read      419.7   218.3   173.5   233.5   251.2   381.1   451.1   495.9   530.9   574.3   631.9   727.1   931.9  1894.9  7282.8  95081.5    95169
read      389.0   263.3   173.5   222.5   235.3   343.4   412.7   458.9   496.4   542.5   597.6   673.3   850.9  2534.3  8747.6  64573.6    64430
read      397.9   233.8   173.5   225.7   239.9   354.9   425.5   469.7   505.7   548.3   604.0   685.9   879.2  2470.9  8162.3  75395.8    75478
read      462.9   680.3   173.5   222.8   235.7   374.2   482.7   533.7   567.7   606.3   663.2   826.5  1449.6  8111.4 31239.7  24928.9    24925
read      440.8   328.5   173.5   233.8   251.5   389.4   464.8   514.4   554.2   606.9   680.6   803.5  1058.4  3161.5 12222.8  97109.6    97213
read      474.4   452.4   173.5   222.6   235.2   383.6   503.6   565.2   608.4   669.9   795.8  1005.0  1396.5  5252.6 16615.3  27144.1    27107
read      423.1   331.4   173.5   232.2   248.8   376.6   446.9   491.1   524.9   566.8   623.1   722.7  1014.8  4176.1 10970.8  93245.5    93211
read      453.2   457.1   173.5   222.4   234.8   365.5   475.8   538.1   579.4   626.3   696.4   930.6  1413.4  5115.8 15655.4  31530.4    31485
read      404.5   320.7   160.7   222.7   235.1   351.4   431.3   483.9   524.4   571.0   624.8   694.7   918.0  3502.6 10845.6  51106.0    51027
read      399.2   250.0   173.5   223.2   235.7   349.7   429.1   481.3   521.2   567.4   621.5   692.1   884.9  2256.0  7255.1  53575.1    53665
read      412.7   302.0   173.5   221.5   233.3   352.4   451.9   510.1   549.1   590.5   637.7   715.5  1143.6  2494.5 10246.2  33062.7    33145
read      514.2   612.0   173.5   223.9   238.2   448.4   552.3   620.0   673.1   735.2   807.3   919.0  1276.1  8856.2 29327.3  18471.9    18540
read      407.0   308.2   173.5   222.0   234.2   352.6   436.8   490.3   529.6   575.3   628.6   706.4  1083.5  2218.1 13571.8  44460.4    44388
read      462.9   498.1   173.5   224.9   240.1   421.0   499.3   543.3   574.5   609.7   653.6   728.5  1120.6  5760.3 21806.0  11200.9    11235
read      490.4   472.4   173.5   225.9   242.1   441.4   535.8   591.6   632.7   681.2   740.6   830.2  1161.8  5308.6 15658.2  15031.2    15023
read      473.6   413.2   173.5   223.3   237.0   385.6   506.5   569.4   613.7   674.5   799.9  1009.6  1368.4  4696.0 12653.8  28369.6    28297
read      402.7   293.1   173.5   222.2   234.6   351.9   433.6   487.1   526.9   572.8   625.2   693.0   890.7  3006.1  8743.6  47792.3    47803
read      403.3   267.3   160.7   221.3   233.0   351.5   445.2   501.1   539.4   580.2   625.5   685.9   863.3  2455.2 10987.8  35186.9    35225
read      533.1   596.5   173.5   223.2   237.3   450.1   572.9   649.7   717.7   798.1   890.6  1020.7  1365.3  9723.1 27742.7  22411.4    22382
read      488.8   907.5   173.5   228.7   245.7   419.5   486.2   526.1   555.7   592.4   638.4   715.2  1419.2 10928.4 38305.2  10541.4    10482
read      447.7   364.9   160.7   234.8   253.0   391.3   467.3   515.3   551.9   600.3   672.6   808.4  1175.2  4656.5  9739.5  97748.2    97757
read      397.1   283.8   160.7   219.8   231.1   345.0   427.5   480.2   519.9   565.2   616.9   683.4   873.3  2706.2  9974.1  43421.2    43357
read      386.7   224.8   173.5   222.3   235.3   343.5   410.6   454.6   489.2   531.5   585.1   666.1   876.8  2111.7  7618.2  80280.7    80265
read      394.1   237.1   173.5   226.6   241.7   355.1   420.5   461.7   494.5   534.6   586.3   669.7   878.0  2115.7  8602.3  93085.0    93006
read      449.6   325.6   173.5   235.0   253.2   394.4   474.6   528.4   570.7   626.0   706.7   841.9  1095.9  2533.8 11549.0  99703.7    99772
read      406.6   249.5   160.7   228.1   243.9   365.0   433.2   476.9   511.0   553.1   610.7   704.4   950.2  2056.1  8999.4  94918.6    94964
read      448.2   381.0   160.7   220.6   232.8   360.6   468.7   532.7   576.1   627.1   708.8   968.4  1402.9  4101.3  9888.6  32879.0    32987
read      522.4   702.4   173.5   221.8   235.4   448.1   554.0   622.4   675.2   738.2   808.7   921.5  1400.0 10325.6 31618.6  19269.9    19263
