Random waveform, random seed
Total number of intervals = 100 (38933, 7388, 53173, 34065, 94708, 14637, 5674, 37699, 77044, 26287, 98289, 63122, 38054, 66466, 89036, 71803, 95236, 45577, 49311, 14347, 61513, 68735, 33754, 89606, 54978, 53179, 31343, 39412, 79977, 99270, 19398, 25982, 7420, 27771, 47496, 95504, 86402, 70488, 50050, 77544, 67471, 63600, 80124, 8053, 19641, 26513, 91436, 29790, 59744, 63097, 83600, 97500, 94189, 37473, 74642, 23291, 97971, 40190, 54267, 78395, 31998, 31645, 81148, 31201, 28637, 71868, 54621, 46349, 10140, 43876, 55759, 77823, 10667, 61857, 57540, 83965, 56461, 97900, 86043, 25555, 49226, 10722, 44711, 24116, 92060, 58330, 60139, 61463, 74546, 37178, 58301, 51403, 17947, 59659, 69899, 24464, 38956, 24315, 5719, 28944)
Average QPS expected = 52688
Timestamp start: 1715274745868
Timestamp end: 1715275746378

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      350.0   292.9   137.8   186.1   198.7   324.1   387.9   424.9   451.7   483.0   523.5   588.5   732.5  1603.5 12447.8  38913.9    38933
read      339.4   521.2   148.8   200.5   217.3   315.5   343.1   358.7   369.1   382.4   399.4   431.2   562.3  7625.5 21935.0   7366.8     7388
read      354.4   292.5   137.8   185.4   198.2   323.2   384.9   420.7   448.0   482.2   530.6   606.8   798.6  2945.9  9108.0  53127.0    53173
read      359.2   241.4   137.8   187.0   199.1   324.9   393.7   434.6   464.9   500.9   546.5   618.0   853.3  1991.1 10172.1  34172.1    34065
read      430.5   340.3   137.8   197.4   216.6   372.7   458.8   510.1   549.0   598.4   681.5   873.0  1164.5  3805.5 11972.3  94792.3    94708
read      382.5   710.0   148.8   190.3   203.3   331.8   384.7   412.2   431.7   456.9   492.7   570.4  1269.3  7757.5 31844.3  14748.3    14637
read      389.6   784.9   148.8   195.6   215.8   316.1   357.3   379.5   396.6   417.2   443.9   498.5  2400.5  8950.6 35264.9   5703.7     5674
read      474.7   544.9   137.8   188.4   202.2   323.7   435.3   537.9   660.6   827.1   974.8  1147.3  1566.7  5954.6 22221.7  37707.9    37699
read      362.1   230.9   137.8   187.9   201.7   324.6   394.0   433.2   462.9   499.6   549.0   634.3   890.3  2679.4  7902.2  77037.8    77044
read      365.2   370.8   137.8   189.1   202.9   331.6   403.1   442.0   467.6   498.5   538.7   603.6   783.3  3588.8 14706.0  26286.9    26287
read      359.6   204.9   137.8   191.1   207.0   330.0   394.9   433.2   462.3   498.0   545.1   622.2   787.9  1179.6  7645.1  98112.2    98289
read      366.7   212.3   137.8   189.4   203.5   336.0   409.3   449.6   478.2   513.8   565.2   649.3   822.3  1182.0  8851.0  63137.3    63122
read      361.0   232.7   137.8   187.4   200.1   331.3   401.4   441.8   470.3   505.1   550.9   626.4   781.6  1735.1 10097.1  37901.0    38054
read      370.5   240.6   137.8   188.3   201.8   329.9   400.1   440.8   470.7   508.3   563.2   661.5  1073.1  2395.4  8008.3  66294.5    66466
read      368.1   227.0   137.8   191.1   205.9   330.8   400.3   441.5   471.9   510.0   562.3   641.9   861.9  2454.7  8022.1  89155.4    89036
read      450.4   513.9   137.8   192.1   208.3   346.1   424.6   474.4   516.4   576.9   687.5  1180.0  2025.7  5307.1 18499.5  71720.8    71803
read      369.0   252.3   137.8   191.0   206.7   332.3   400.3   440.5   470.2   507.9   559.3   640.8   857.1  2678.1  9506.8  95267.8    95236
read      460.7   455.6   137.8   189.2   203.4   329.6   416.1   488.5   562.6   706.5   983.1  1281.4  1689.5  3535.7 14422.8  45604.0    45577
read      460.3   466.0   137.8   188.7   203.0   332.6   417.9   485.0   551.1   670.0   933.4  1292.7  1785.8  3896.5 15547.0  49400.9    49311
read      424.8   444.2   137.8   189.4   203.2   369.9   455.9   512.0   554.3   599.3   652.1   730.9  1243.4  5738.5 16139.2  14326.0    14347
read      433.4   503.5   137.8   189.9   204.4   330.8   404.3   455.2   499.2   565.0   686.9  1139.4  1806.1  5512.7 20654.0  61614.1    61513
read      450.5   491.9   137.8   193.0   209.1   340.6   416.4   467.8   511.8   579.2   709.5  1255.2  1977.8  4960.8 15372.6  68724.0    68735
read      461.7   383.5   137.8   189.9   204.0   331.0   446.3   547.1   665.7   814.9   948.2  1095.1  1395.2  4013.4  9371.7  33732.2    33754
read      366.8   239.1   137.8   191.3   206.6   329.7   396.4   435.8   465.9   503.4   554.5   638.0   876.0  2575.5  7550.4  89553.0    89606
read      394.7   395.7   137.8   191.7   206.0   335.1   406.1   449.7   483.3   528.1   592.8   725.0  1500.5  3482.7 12745.5  55067.9    54978
read      468.1   666.5   137.8   193.8   209.2   343.3   427.1   483.2   533.2   611.1   768.8  1230.3  1935.3  7580.6 30998.3  53202.0    53179
read      386.8   447.4   137.8   187.4   199.8   326.7   405.1   450.5   482.9   524.3   587.6   737.4  1145.9  4334.1 17889.0  31420.8    31343
read      482.3   579.8   137.8   188.8   202.9   325.3   432.2   530.6   642.0   840.9  1017.3  1209.4  1745.8  5126.8 28626.5  39343.9    39412
read      475.5   729.0   137.8   193.0   210.2   351.1   428.0   477.0   519.0   578.9   686.1  1369.6  2195.6  8331.7 31572.2  79870.4    79977
read      370.5   322.1   137.8   192.0   207.8   331.0   397.0   436.2   466.3   503.8   554.3   636.2   871.7  3137.0 10767.8  99364.4    99270
read      453.6   606.5   137.8   186.7   199.5   370.5   475.5   547.3   608.4   674.5   745.8   848.4  1436.7  6835.4 30496.7  19356.0    19398
read      461.0   496.0   137.8   187.5   200.1   347.2   477.0   570.8   661.1   754.6   850.8   976.8  1347.0  5199.2 18295.8  25970.0    25982
read      428.1  1034.3   148.8   194.0   212.3   338.2   392.8   422.5   442.9   466.1   497.9   551.7  2501.9 14889.4 36010.8   7425.9     7420
read      449.0   499.3   137.8   185.1   198.2   336.5   453.6   532.7   609.4   722.3   839.5   980.5  1359.9  4684.9 15405.9  27757.6    27771
read      445.3   579.3   137.8   187.5   201.2   333.3   417.1   475.3   528.0   605.3   764.7  1160.6  1720.0  5576.7 29053.0  47426.3    47496
read      371.6   337.9   137.8   190.8   206.2   329.7   396.6   436.3   466.7   504.2   554.8   639.4   909.6  3643.1 10762.7  95542.6    95504
read      369.6   299.9   137.8   189.8   204.2   331.1   401.5   442.8   472.9   511.2   564.2   649.4   867.9  2709.7 11901.6  86324.4    86402
read      468.3   577.0   137.8   192.4   208.7   339.6   418.0   471.4   520.5   595.0   764.0  1381.6  2161.1  6140.0 24709.1  70543.0    70488
read      452.8   532.2   137.8   189.3   203.3   332.7   414.4   472.4   527.0   609.5   798.2  1223.4  1867.7  5678.2 23045.5  49972.2    50050
read      504.2   778.3   137.8   198.6   216.7   361.6   442.6   494.6   537.5   599.1   729.0  1505.8  2444.5  9864.6 31318.1  77546.0    77544
read      468.5   612.1   137.8   193.9   210.3   335.3   413.1   467.7   516.8   592.4   779.5  1356.0  2193.1  5604.3 28561.5  67499.7    67471
