#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      362.4   393.1   173.5   227.8   255.0   337.6   365.9   381.7   393.5   405.9   426.2   458.7   660.7  6474.0 15976.4   4975.0     5000  1715175677370  1715175682798
read      391.2   273.0   160.7   219.8   234.6   378.9   432.4   458.7   476.2   497.2   522.7   560.2   696.4  4008.2 11960.9   9988.8    10000  1715175684301  1715175689697
read      411.8   237.9   160.7   217.7   233.7   393.1   467.5   503.8   529.4   557.1   589.8   649.1   785.3  3228.6  9873.1  15003.0    15000  1715175691202  1715175696525
read      430.4   266.4   160.7   216.2   232.5   400.3   484.3   529.8   561.1   596.3   647.2   726.6   863.9  3606.0  9373.0  20057.0    20000  1715175698029  1715175703354
read      445.4   282.8   148.8   215.8   233.0   411.4   498.5   549.7   586.8   634.1   704.8   782.3   928.9  1777.6 12635.4  24931.0    25000  1715175704858  1715175710195
read      445.3   253.8   160.7   214.2   232.0   408.2   498.8   550.9   591.2   642.7   716.7   796.7   942.3  1325.4  9496.4  29939.8    30000  1715175711699  1715175717022
read      463.8   296.3   148.8   214.3   232.3   427.6   518.3   571.4   614.2   681.3   756.3   846.8  1019.9  1715.5  9875.2  34933.1    35000  1715175718526  1715175723826
read      451.4   273.6   160.7   214.0   231.6   409.5   500.0   556.3   600.2   660.0   736.2   828.5  1009.6  2033.0 10252.3  40025.0    40000  1715175725330  1715175730635
read      448.9   271.0   148.8   212.9   230.1   406.3   498.9   554.6   598.0   657.5   734.2   826.1   993.5  2334.4  9751.5  45129.0    45000  1715175732140  1715175737458
read      446.9   226.4   160.7   213.7   230.8   406.3   499.8   554.9   597.8   655.3   731.3   827.9  1001.1  1325.4  6977.1  50022.2    50000  1715175738962  1715175744259
read      453.0   241.1   148.8   212.7   231.3   411.3   507.2   562.5   605.2   661.1   735.1   838.5  1026.9  1457.4  7622.6  54854.6    55000  1715175745763  1715175751068
read      453.0   254.8   160.7   218.5   237.0   408.6   503.1   559.4   602.5   660.7   735.1   833.4  1012.0  1438.1  9710.6  59998.2    60000  1715175752572  1715175757873
read      448.5   223.7   148.8   216.0   235.5   408.1   499.6   553.7   595.4   648.5   722.8   819.9   985.0  1365.9  6797.7  64976.6    65000  1715175759378  1715175764684
read      460.4  1292.1   160.7   222.2   243.7   409.3   497.2   550.4   592.9   647.8   723.8   824.3  1022.6  1425.8 10267.2  69896.4    70000  1715175766189  1715175771489
read      472.6   243.3   148.8   230.8   257.3   431.9   521.5   576.0   618.8   673.8   741.4   836.6  1020.3  1378.2  8076.4  75121.0    75000  1715175772993  1715175778298
read      492.9   446.4   148.8   229.6   256.8   438.8   540.7   600.5   644.0   696.2   764.1   907.3  1296.8  1617.5 11283.1  79735.4    80000  1715175779801  1715175785121
read      819.3   425.9   160.7   512.5   552.0   678.9   780.4  1095.0  1168.2  1228.2  1284.0  1360.7  1486.6  3916.8 15812.3  78159.2    85000  1715175786624  1715175791932
read      860.2   498.6   148.8   550.7   579.7   709.3   804.9  1138.0  1219.6  1280.8  1341.4  1418.3  1568.6  6629.0 18909.5  76581.4    90000  1715175793436  1715175798746
read      803.1   456.8   173.5   489.0   522.6   665.8   870.2  1055.9  1119.3  1174.7  1239.2  1322.4  1465.0  3962.4 19561.1  81544.4    95000  1715175800249  1715175805554
read      797.2   399.4   148.8   495.9   529.5   657.7   802.4  1056.5  1129.1  1189.4  1244.2  1313.4  1440.9  3734.7 15510.2  82178.7   100000  1715175807058  1715175812365
read      757.7   364.7   187.4   460.4   491.9   628.0   847.6  1000.0  1061.7  1118.2  1174.0  1250.8  1377.2  2141.2 13932.9  86313.5   105000  1715175813869  1715175819185
read      818.6   430.6   148.8   523.9   554.4   672.6   775.5  1105.1  1166.7  1221.9  1273.6  1348.2  1476.0  3837.5 16004.9  80364.0   110000  1715175820689  1715175825996
read      840.8   456.0   173.5   550.1   572.4   685.0   778.3  1135.2  1204.0  1254.7  1310.9  1374.2  1494.0  5332.9 17107.9  78416.0   115000  1715175827500  1715175832812
read      828.6   422.1   173.5   538.2   565.1   678.9   770.1  1117.6  1189.2  1240.9  1295.4  1363.7  1485.2  3790.0 16984.0  79354.1   120000  1715175834317  1715175839614
read      815.8   409.9   173.5   522.0   553.2   670.6   776.2  1101.3  1163.6  1219.2  1270.4  1346.7  1477.2  3804.5 15606.5  80520.8   125000  1715175841118  1715175846423
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.53%,71.21%,100.00%
