#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      388.8   377.3   160.7   225.6   252.2   370.5   411.1   432.1   447.7   464.9   488.2   522.4   609.7  5582.2 16983.9   4903.4     5000  1715109586796  1715109592265
read      430.3   502.2   160.7   211.9   228.8   408.1   476.1   511.0   536.6   566.0   603.1   666.6   813.1  4602.8 29365.5  10016.0    10000  1715109593770  1715109599168
read      439.5   268.3   160.7   208.0   224.6   406.5   498.7   547.0   584.0   627.7   685.5   781.3   969.8  1888.6  9231.1  14985.8    15000  1715109600672  1715109606019
read      462.2   328.3   148.8   205.9   221.1   392.2   498.2   564.9   620.0   692.8   813.8   966.7  1238.0  3774.9 11527.2  19900.2    20000  1715109607522  1715109612848
read      479.7   334.4   148.8   204.0   219.7   385.8   502.9   578.2   641.8   742.8   916.9  1133.2  1386.8  2144.0  8321.7  24878.8    25000  1715109614351  1715109619684
read      493.1   369.3   148.8   203.2   218.1   383.4   505.8   588.2   663.4   779.6   968.1  1220.7  1496.3  2015.1 10582.3  29985.4    30000  1715109621187  1715109626528
read      499.0   394.3   148.8   203.3   219.3   383.4   503.2   585.6   663.9   782.9   981.4  1282.8  1599.5  2093.5 12263.2  34914.2    35000  1715109628031  1715109633324
read      485.0   414.4   148.8   201.0   215.4   353.7   466.3   545.4   615.1   730.3   949.7  1349.2  1802.0  2481.3 12270.7  40137.5    40000  1715109634827  1715109640136
read      484.9   461.6   148.8   200.3   215.6   341.0   445.3   523.6   587.2   699.5   969.1  1426.0  1941.7  2716.4 15534.7  44984.6    45000  1715109641640  1715109646931
read      492.7   474.1   148.8   200.5   216.2   349.8   454.1   534.0   597.8   702.6   935.6  1412.4  2145.2  2957.4 15398.7  49909.0    50000  1715109648435  1715109653752
read      483.7   489.1   148.8   200.6   214.7   327.5   413.9   489.5   556.3   654.5   944.3  1505.8  2296.9  3033.9 14091.9  54976.2    55000  1715109655255  1715109660563
read      485.8   485.4   148.8   203.2   218.7   334.2   420.7   493.5   556.3   648.7   881.5  1490.6  2384.5  3309.5 12385.5  59977.8    60000  1715109662065  1715109667365
read      488.8   465.0   148.8   206.6   223.8   347.7   447.6   523.1   585.2   680.5   875.7  1374.7  2249.4  3268.9 15542.7  64901.0    65000  1715109668868  1715109674179
read      669.7   529.1   148.8   221.0   248.3   545.3   731.6   847.6   938.2  1061.3  1247.9  1547.5  2286.1  3672.9 14868.4  69762.2    70000  1715109675683  1715109680989
read      894.2   649.0   148.8   211.0   228.4   819.2  1050.2  1192.6  1315.5  1454.8  1641.2  1964.5  2831.4  4262.4 15846.3  72291.0    75000  1715109682493  1715109687796
read      878.3   578.0   148.8   210.7   230.4   828.9  1030.3  1144.1  1247.3  1370.8  1545.4  1812.5  2502.2  4001.4 15054.3  74076.7    80000  1715109689299  1715109694600
read      943.4   786.6   148.8   209.7   224.0   822.7  1132.7  1326.9  1465.9  1635.4  1864.5  2262.3  3166.1  5399.0 19638.7  69548.6    85000  1715109696103  1715109701412
read      924.6   725.4   148.8   210.1   226.2   828.3  1093.7  1268.4  1388.8  1554.4  1755.5  2109.4  3030.9  4821.7 17177.0  70853.0    90000  1715109702916  1715109708230
read      857.8   588.1   148.8   214.6   236.9   802.2   992.2  1100.3  1204.0  1332.3  1504.8  1767.5  2501.1  4013.1 16445.0  76120.4    95000  1715109709733  1715109715046
read      934.3   736.4   148.8   213.3   229.8   854.7  1111.2  1280.5  1401.3  1558.3  1747.1  2046.8  2914.6  5059.9 21434.7  70256.8   100000  1715109716550  1715109721860
read      919.0   725.6   148.8   214.5   233.7   805.5  1071.7  1236.7  1362.6  1532.2  1744.4  2105.5  3062.4  5433.0 16975.3  71333.0   105000  1715109723364  1715109728678
read      909.7   796.5   148.8   209.3   225.2   797.3  1067.2  1232.0  1356.5  1517.0  1728.8  2107.1  3058.9  4768.7 16075.0  72156.2   110000  1715109730181  1715109735491
read      911.4   725.2   148.8   213.4   232.0   805.5  1058.1  1208.2  1336.9  1500.7  1705.3  2044.3  3065.2  5220.7 19230.9  71995.8   115000  1715109736994  1715109742309
read      867.9   662.5   148.8   210.9   231.4   824.7  1006.9  1109.2  1210.1  1331.6  1494.5  1750.3  2448.5  3950.6 15486.3  75318.8   120000  1715109743812  1715109749138
read      910.2   670.1   148.8   209.4   225.3   830.8  1081.5  1240.2  1357.8  1510.1  1703.1  2023.2  2907.8  4258.7 13787.6  71875.8   125000  1715109750641  1715109755941
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.54%,69.35%,100.00%
