#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      459.5   539.4   173.5   264.6   291.3   424.0   467.7   491.2   506.4   527.0   549.1   592.1  1092.9  8094.5 24855.5   5007.4     5000  1715153766697  1715153772090
read      458.0   394.8   173.5   244.3   264.2   441.7   512.0   544.0   566.5   590.2   621.5   667.2   800.2  3878.0 15470.2   9983.0    10000  1715153773597  1715153778957
read      471.5   339.8   160.7   234.2   254.5   447.8   546.3   593.8   623.3   655.1   690.7   747.1   880.1  4032.6 12754.2  15013.6    15000  1715153780461  1715153785766
read      499.0   290.6   160.7   232.7   254.8   468.4   581.0   639.7   678.7   721.1   771.6   843.9  1005.1  4008.9  8696.6  20014.2    20000  1715153787270  1715153792576
read      530.3   310.3   160.7   228.2   250.8   492.9   620.8   689.6   739.4   793.8   856.4   953.1  1159.0  2653.1 10420.3  25144.8    25000  1715153794080  1715153799396
read      497.1   277.0   160.7   223.8   243.4   449.9   571.1   646.2   698.7   755.5   816.3   904.2  1116.5  1541.0  8927.9  30042.6    30000  1715153800900  1715153806221
read      505.2   285.7   148.8   225.1   244.5   449.6   580.5   658.1   714.6   775.9   844.9   948.8  1211.5  1706.8  9198.1  35041.6    35000  1715153807725  1715153813024
read      524.1   375.7   160.7   224.4   242.5   425.2   581.1   675.4   744.3   820.2   922.3  1104.5  1496.9  2333.4 11309.6  39865.8    40000  1715153814528  1715153819821
read      523.1   393.1   160.7   223.9   242.5   401.0   552.7   655.7   737.9   829.0   945.5  1178.2  1667.7  3227.1 11448.4  45153.0    45000  1715153821324  1715153826620
read      521.9   410.9   160.7   223.2   241.2   385.0   528.4   638.7   729.9   836.1   974.2  1246.8  1813.5  2477.7 12127.6  49886.8    50000  1715153828124  1715153833417
read      511.4   421.5   160.7   222.3   239.9   370.5   490.9   599.6   699.4   824.3   988.5  1273.1  1795.8  2481.7 12500.9  55010.7    55000  1715153834921  1715153840212
read      516.2   406.2   160.7   224.9   243.3   372.7   490.6   591.0   688.9   830.3  1011.1  1298.3  1880.5  2548.3 10666.9  59963.2    60000  1715153841716  1715153847006
read      501.1   395.3   160.7   222.6   240.3   363.1   471.3   571.7   665.3   798.2   974.2  1247.3  1860.8  2542.9  9796.5  64818.6    65000  1715153848509  1715153853803
read      870.1   996.6   160.7   270.7   307.1   509.0   784.5  1254.8  1513.1  1667.2  1833.3  2096.8  3224.5 10159.6 35676.0  68173.2    70000  1715153855307  1715153860601
read      970.8  1142.3   160.7   292.5   341.3   540.5  1312.5  1566.7  1665.1  1758.0  1862.4  2029.1  2958.5 13169.1 32298.0  68340.6    75000  1715153862105  1715153867403
read      920.6  1327.7   160.7   292.2   335.1   483.7   739.5  1488.2  1586.7  1687.7  1803.6  1981.5  2989.7 16918.1 35446.9  72750.4    80000  1715153868907  1715153874199
read      992.3  1440.1   173.5   297.5   343.4   539.4  1045.6  1547.9  1658.5  1754.9  1854.1  2022.4  3056.7 21064.8 36111.5  68052.0    85000  1715153875703  1715153881007
read      971.9  1295.8   173.5   289.9   339.7   533.5  1245.9  1552.8  1653.0  1745.6  1850.1  2014.8  2952.5 16992.9 36481.4  69204.3    90000  1715153882512  1715153887804
read      984.0  1253.4   160.7   294.1   346.1   541.7  1313.6  1569.4  1667.7  1762.1  1867.5  2030.2  2934.6 16546.0 35588.6  68127.0    95000  1715153889308  1715153894620
read     1044.8  1472.7   160.7   300.2   347.7   576.3  1342.4  1602.6  1697.6  1795.8  1910.9  2124.2  3284.5 19585.8 37015.6  64797.0   100000  1715153896124  1715153901413
read      887.0  1151.2   160.7   292.8   332.2   465.8   768.6  1470.3  1579.3  1675.2  1778.5  1940.0  2909.7 12870.5 32174.3  75112.9   105000  1715153902917  1715153908211
read      931.2  1191.7   160.7   287.6   337.9   504.2   929.5  1517.2  1619.3  1712.4  1820.2  1992.1  2926.3 13946.3 35769.1  71813.8   110000  1715153909715  1715153915006
read      937.8  1173.0   160.7   288.8   337.4   511.7   970.0  1521.4  1621.4  1714.0  1826.1  2008.7  2936.5 13361.7 35162.1  71182.2   115000  1715153916510  1715153921796
read      995.7  1263.3   160.7   292.2   340.8   550.1  1333.2  1585.2  1681.9  1775.7  1877.3  2050.4  2964.4 15776.9 35173.7  67357.5   120000  1715153923299  1715153928593
read      946.4  1434.1   160.7   292.5   336.3   498.3   792.5  1504.1  1603.8  1704.9  1820.7  1995.4  2964.1 21210.5 36605.1  71369.4   125000  1715153930097  1715153935386
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 84.55%,38.19%,100.00%
