#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      373.3   469.6   173.5   232.1   255.7   340.7   370.3   387.3   398.8   414.0   432.8   469.2  1030.4  7749.2 15976.1   4976.2     5000  1715176139047  1715176144472
read      392.8   348.6   160.7   220.1   236.4   377.5   429.9   456.6   474.1   495.5   521.3   562.0   710.0  5202.0 16339.6   9893.4    10000  1715176145979  1715176151352
read      412.3   344.5   160.7   215.7   232.7   387.0   459.5   495.9   521.1   548.8   584.1   636.3   799.4  3983.4 16119.0  15003.4    15000  1715176152855  1715176158181
read      427.1   274.4   160.7   214.0   231.8   398.5   480.2   525.3   555.5   590.4   634.3   722.0   868.4  2041.2 13970.0  19925.0    20000  1715176159685  1715176165019
read      436.3   235.2   160.7   213.3   230.9   404.5   489.6   539.4   575.7   617.0   681.0   762.4   908.1  3010.9  7885.4  25051.2    25000  1715176166523  1715176171850
read      450.0   262.2   148.8   215.0   232.5   414.4   500.9   554.1   594.2   644.3   723.3   803.3   978.0  1848.6 10254.7  29974.4    30000  1715176173354  1715176178681
read      458.1   252.2   148.8   215.1   233.4   426.1   512.0   562.7   602.8   658.9   738.1   824.1   991.3  1377.3  9875.2  34974.4    35000  1715176180185  1715176185505
read      440.7   234.6   160.7   210.6   228.1   405.9   493.6   546.0   587.0   636.8   715.5   800.9   946.1  1256.9  7542.3  39899.5    40000  1715176187009  1715176192315
read      446.0   247.1   160.7   212.7   230.2   406.5   496.8   552.0   594.5   648.7   729.1   818.3   979.5  1565.2  8468.5  44894.8    45000  1715176193818  1715176199121
read      462.7   268.4   148.8   214.1   232.9   420.3   516.2   572.5   615.9   678.1   757.3   859.4  1066.4  1452.6  9084.5  50143.2    50000  1715176200624  1715176205932
read      471.4   278.3   148.8   219.0   238.4   427.6   524.8   581.7   627.0   691.4   768.7   869.5  1067.8  1948.7 10069.4  54835.6    55000  1715176207435  1715176212749
read      471.3   238.6   160.7   220.9   241.9   431.9   531.6   588.3   630.5   688.4   762.0   860.6  1016.0  1366.9  8203.5  60022.1    60000  1715176214253  1715176219577
read      457.9   258.2   160.7   220.4   240.6   413.2   504.9   562.2   606.9   666.0   739.9   840.3  1020.9  1376.3 10589.1  64984.4    65000  1715176221080  1715176226382
read      463.2   219.6   148.8   228.6   252.7   423.3   513.8   569.3   611.6   665.4   734.0   827.6   998.5  1332.5  5980.6  70061.8    70000  1715176227885  1715176233205
read      450.2   240.2   148.8   224.9   247.4   407.2   494.8   550.3   592.8   643.9   713.6   802.8   969.3  1262.6  8996.7  75065.2    75000  1715176234710  1715176240022
read      649.0   366.2   160.7   277.3   327.6   592.8   679.6   742.6   828.7   976.6  1128.2  1253.2  1408.8  1940.0 11571.7  78997.0    80000  1715176241525  1715176246844
read      750.2   395.3   160.7   430.9   474.0   637.3   809.7   967.9  1037.8  1100.4  1168.5  1254.3  1392.1  2731.2 14382.4  82233.2    85000  1715176248348  1715176253654
read      894.9   506.6   148.8   581.8   613.3   738.7   819.0  1190.5  1284.9  1343.4  1405.9  1479.1  1607.9  5153.0 20378.1  73719.4    90000  1715176255158  1715176260462
read      852.0   485.6   173.5   543.7   573.2   698.0   803.2  1130.1  1208.1  1267.7  1329.7  1400.8  1582.8  4908.4 19317.9  77310.0    95000  1715176261966  1715176267307
read      851.2   464.2   160.7   553.7   580.0   695.4   791.0  1145.0  1217.1  1271.7  1330.6  1396.4  1534.6  4657.2 18035.6  77401.8   100000  1715176268810  1715176274114
read      778.7   392.4   160.7   478.8   511.4   644.6   820.9  1032.6  1094.8  1150.1  1209.2  1278.6  1429.7  2770.9 15992.0  84001.4   105000  1715176275618  1715176280925
read      907.2   516.1   148.8   597.4   624.1   744.7   828.0  1207.2  1298.5  1357.4  1421.4  1490.2  1618.6  5527.5 19883.8  72898.4   110000  1715176282428  1715176287747
read      859.4   498.0   173.5   545.5   575.5   709.6   806.8  1134.1  1213.6  1275.1  1339.8  1421.0  1573.8  5656.2 19201.5  76820.2   115000  1715176289250  1715176294553
read      861.5   453.3   202.4   555.5   586.5   711.6   802.2  1143.3  1225.0  1287.7  1348.3  1428.3  1574.3  4300.3 18100.1  76472.2   120000  1715176296056  1715176301362
read      840.8   452.7   202.4   538.1   567.0   689.4   789.5  1129.6  1200.8  1254.0  1312.8  1378.3  1497.8  3897.0 17450.1  78243.9   125000  1715176302866  1715176308175
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.51%,72.36%,100.00%
