#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      349.6   547.3   148.8   213.6   235.2   312.6   339.7   355.2   366.5   380.1   399.2   436.6   870.5  7955.9 20106.5   5025.6     5000  1715260702511  1715260707975
read      363.3   296.5   148.8   202.9   218.2   350.3   398.0   423.1   440.0   460.2   485.6   525.5   630.2  3833.8 13944.1  10019.4    10000  1715260709479  1715260714899
read      385.0   265.8   148.8   198.9   216.1   367.5   432.8   467.1   491.7   519.5   553.0   604.1   736.3  1897.0 12419.1  15038.4    15000  1715260716402  1715260721752
read      407.5   268.5   148.8   199.3   217.3   382.7   452.6   493.8   525.2   562.8   610.1   683.1   859.2  1589.9 12857.8  20121.2    20000  1715260723256  1715260728582
read      431.9   245.5   148.8   203.5   222.4   410.5   481.1   522.8   554.2   596.5   653.0   756.5   922.3  1862.2  9041.7  25140.0    25000  1715260730085  1715260735411
read      418.4   241.9   148.8   199.7   217.0   382.1   468.4   521.0   559.4   604.2   658.7   749.4   917.3  1447.4  9834.0  29929.2    30000  1715260736915  1715260742234
read      425.0   266.0   137.8   196.4   213.7   390.5   473.3   522.0   558.4   605.6   669.2   780.8   997.3  2060.8 11202.8  35122.6    35000  1715260743737  1715260749068
read      432.5   273.3   148.8   204.5   221.4   396.3   485.2   538.3   578.4   626.2   686.9   784.8   942.2  1449.0 11072.1  40016.2    40000  1715260750573  1715260755881
read      436.4   241.1   148.8   203.1   220.7   399.6   490.5   541.5   581.8   630.9   695.8   805.3  1010.0  1444.9  9526.3  45049.6    45000  1715260757385  1715260762709
read      443.4   241.9   148.8   206.0   225.4   401.0   491.1   544.4   586.4   638.4   719.8   835.0  1079.9  1422.2  6385.9  49887.2    50000  1715260764212  1715260769539
read      433.8   263.0   137.8   199.7   218.4   390.4   480.8   533.0   572.4   622.5   695.1   810.5  1069.8  1618.2  9816.8  54932.8    55000  1715260771043  1715260776349
read      463.0   257.6   148.8   209.1   231.7   421.5   515.0   571.9   615.1   669.9   748.2   858.7  1091.7  1471.8  8214.3  59921.5    60000  1715260777853  1715260783186
read      451.2   306.1   148.8   209.6   231.8   408.5   500.1   553.7   594.6   643.2   714.0   816.3  1013.6  1642.8 12754.3  65039.4    65000  1715260784690  1715260790018
read      468.4   256.0   148.8   210.4   237.8   434.1   532.0   586.5   624.8   672.1   735.5   825.8  1004.5  1343.5  9616.2  69800.4    70000  1715260791521  1715260796848
read      457.0   265.7   148.8   210.2   237.5   420.6   506.5   558.0   595.9   644.5   717.8   821.4  1033.6  1335.9 12321.3  74914.4    75000  1715260798352  1715260803672
read      576.3   316.8   148.8   254.9   300.9   524.4   619.2   687.2   753.7   840.1   944.3  1082.5  1263.5  1614.3 11785.2  79962.6    80000  1715260805177  1715260810507
read      813.9   406.0   160.7   512.5   547.2   680.2   785.9  1068.3  1147.9  1210.2  1266.8  1347.7  1486.9  4302.0 13609.6  79712.6    85000  1715260812011  1715260817342
read      832.7   411.7   148.8   522.9   559.2   696.2   800.2  1088.1  1172.5  1237.6  1302.9  1379.3  1547.0  3858.4 15468.1  78621.2    90000  1715260818846  1715260824169
read      836.7   430.4   148.8   531.1   566.3   699.3   793.3  1101.1  1188.1  1249.2  1314.1  1383.9  1540.1  3550.0 15265.2  78345.4    95000  1715260825673  1715260830993
read      842.9   456.8   148.8   557.9   591.7   701.9   768.3  1096.1  1212.5  1278.8  1335.4  1397.7  1505.3  3830.0 18385.3  78010.2   100000  1715260832497  1715260837818
read      799.5   422.0   160.7   511.0   539.5   663.3   752.9  1058.4  1133.1  1191.3  1250.9  1328.2  1460.7  3202.4 15823.1  82011.6   105000  1715260839321  1715260844625
read      850.8   448.6   173.5   553.0   584.3   711.5   793.0  1106.3  1205.7  1269.6  1334.7  1413.3  1564.1  4568.9 15918.5  77424.4   110000  1715260846129  1715260851445
read      797.0   420.7   160.7   501.1   530.8   660.9   769.4  1053.1  1123.9  1181.3  1241.7  1318.1  1456.4  3950.0 16043.8  82508.6   115000  1715260852949  1715260858253
read      828.1   413.7   173.5   544.1   571.8   687.4   760.0  1088.0  1188.1  1245.4  1306.6  1375.9  1493.8  4150.3 14609.0  79440.8   120000  1715260859757  1715260865064
read      847.2   448.4   173.5   563.1   596.0   707.2   775.6  1065.6  1211.9  1280.5  1341.4  1416.5  1551.2  3956.6 16735.6  77709.4   125000  1715260866568  1715260871889
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 82.83%,48.48%,100.00%
