#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      339.4   428.5   160.7   220.4   239.8   306.6   330.6   343.5   354.4   367.2   385.7   423.8   683.9  7580.9 15986.7   4940.8     5000  1715258785372  1715258790838
read      344.9   310.9   148.8   206.3   223.3   334.0   368.1   385.0   396.1   408.8   426.4   453.9   549.7  4665.7 12534.1   9989.8    10000  1715258792347  1715258797756
read      357.6   277.8   148.8   202.6   218.2   350.0   399.2   421.3   435.1   452.2   469.7   501.1   585.8  3886.4 10766.0  14996.8    15000  1715258799260  1715258804590
read      354.6   242.1   148.8   198.4   213.7   341.6   403.6   431.7   449.2   466.7   488.9   517.4   592.2  2134.6 10245.8  20038.0    20000  1715258806093  1715258811420
read      357.1   200.3   148.8   197.3   211.9   334.7   409.4   445.7   467.4   490.5   515.8   549.7   653.3  1930.0  7955.9  25038.8    25000  1715258812923  1715258818256
read      365.4   243.8   148.8   195.7   210.5   343.9   412.6   449.5   473.3   498.7   528.2   570.0   704.0  2149.6 12375.3  29909.0    30000  1715258819760  1715258825096
read      351.5   236.8   137.8   193.5   207.1   322.7   391.0   432.3   459.7   488.4   520.2   563.4   692.2  1984.0 12550.1  35058.4    35000  1715258826599  1715258831904
read      363.7   211.0   137.8   194.3   209.3   339.2   408.6   448.4   475.0   504.2   538.4   588.9   754.0  1495.2  9501.0  39881.9    40000  1715258833407  1715258838719
read      363.6   259.0   148.8   195.0   209.9   341.9   406.7   444.5   472.0   503.0   537.9   586.3   754.6  1377.5  8272.2  45139.5    45000  1715258840223  1715258845537
read      354.7   184.2   148.8   194.4   208.2   328.8   395.6   433.6   463.1   496.6   535.3   587.0   743.6  1174.7  7243.3  50099.0    50000  1715258847042  1715258852346
read      346.2   189.8   137.8   194.0   207.3   318.6   384.0   421.3   449.3   482.2   521.5   575.5   712.8  1216.8  8861.1  55194.4    55000  1715258853849  1715258859161
read      349.3   232.8   148.8   193.8   207.4   323.4   386.3   421.5   448.1   479.9   519.1   573.7   721.0  1270.8 10528.0  59988.6    60000  1715258860665  1715258865968
read      362.1   220.3   148.8   195.2   210.3   332.4   400.5   439.6   468.0   501.7   543.4   613.9   810.2  1195.7  7967.9  65136.0    65000  1715258867471  1715258872776
read      358.0   178.5   137.8   197.8   213.2   329.7   395.0   431.8   459.6   492.6   534.8   597.3   789.0  1213.6  7659.6  69954.4    70000  1715258874279  1715258879588
read      339.5   189.0   148.8   194.2   207.6   313.2   374.4   408.1   433.5   464.6   503.2   559.3   691.2  1179.3  8859.6  75044.2    75000  1715258881091  1715258886403
read      336.2   186.3   148.8   192.6   205.4   307.5   368.1   402.5   429.8   462.2   502.5   563.3   726.5  1105.8  7115.8  80076.4    80000  1715258887907  1715258893214
read      346.3   181.6   148.8   194.4   208.2   320.5   383.4   418.2   443.6   472.7   510.4   572.5   732.5  1179.6  7578.2  85025.4    85000  1715258894719  1715258900043
read      343.4   183.2   148.8   194.6   208.4   317.2   378.0   412.3   437.3   467.6   506.9   572.3   741.0  1073.5  6051.8  89973.5    90000  1715258901547  1715258906856
read      353.2   195.5   148.8   197.7   212.3   327.4   388.7   422.7   447.5   476.7   516.7   584.5   762.4  1213.6  9676.3  94780.2    95000  1715258908359  1715258913665
read      344.1   154.0   148.8   197.2   211.8   321.1   379.0   410.8   434.1   462.9   500.6   562.5   728.4  1035.9  5752.3  99661.1   100000  1715258915169  1715258920531
read      351.3   190.0   148.8   202.7   217.9   328.5   384.7   416.1   438.7   466.2   502.6   563.0   723.2  1370.9  8409.1 105025.8   105000  1715258922035  1715258927334
read      445.9   266.5   148.8   210.1   228.5   381.6   473.3   535.8   588.4   664.8   767.5   913.1  1168.2  1527.2  8801.5 107681.0   110000  1715258928839  1715258934136
read      340.5   159.8   148.8   202.6   217.1   321.1   371.2   399.6   421.9   448.6   484.3   541.4   676.3  1002.6  5234.0 114884.8   115000  1715258935640  1715258940940
read      357.3   165.6   148.8   207.2   224.0   334.3   386.6   417.5   440.5   469.1   508.8   581.9   769.8  1077.2  6709.4 120158.0   120000  1715258942444  1715258947753
read      464.7   214.8   148.8   247.9   278.4   430.7   510.5   560.8   597.5   640.7   694.4   773.1   917.5  1179.5  8910.6 122469.6   125000  1715258949257  1715258954559
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.50%,67.00%,100.00%
