Random waveform, random seed
Total number of intervals = 100 (90463, 13158, 24997, 66208, 25236, 92233, 32286, 21712, 53313, 13513, 12554, 43759, 88229, 96365, 22686, 85345, 74778, 41918, 16893, 12006, 50315, 70848, 8548, 75803, 72667, 80923, 38132, 44058, 82344, 73026, 46138, 78566, 39192, 90541, 83476, 15284, 50834, 42261, 87332, 32527, 84158, 71335, 20467, 39226, 86634, 73864, 68320, 82251, 40652, 15137, 38713, 28338, 80261, 34773, 13505, 70906, 31117, 38524, 71515, 19912, 22148, 65648, 21237, 49576, 87848, 55459, 69122, 68220, 17426, 39910, 85309, 30614, 34327, 21308, 13999, 7517, 33853, 47154, 40259, 75974, 88933, 47102, 30593, 70790, 87993, 18718, 82499, 17932, 91809, 34653, 94960, 63955, 73518, 39912, 35302, 68982, 8000, 77236, 14728, 99865)
Average QPS expected = 51344
Timestamp start: 1715272926321
Timestamp end: 1715273926800

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      343.3   290.7   137.8   194.0   207.6   317.0   374.9   408.5   433.7   464.6   504.3   570.5   716.5   994.9 11236.8  90523.0    90463
read      358.6   520.2   148.8   200.9   214.3   347.2   389.2   410.1   424.6   440.0   460.8   493.0   605.3  3994.1 29942.5  13159.9    13158
read      378.8   481.9   148.8   193.6   206.9   342.4   418.3   455.5   479.9   507.2   544.5   612.9   924.2  3970.1 28861.4  25049.0    24997
read      378.5   350.6   148.8   195.6   209.5   336.2   409.1   451.7   482.7   521.1   574.5   665.4   927.5  2731.6 12767.0  66178.4    66208
read      385.3   533.0   148.8   196.6   210.2   346.9   423.0   459.6   484.0   510.4   548.1   619.4   906.0  4563.5 30269.4  25038.9    25236
read      363.2   207.0   148.8   199.8   214.8   334.6   398.6   436.1   464.3   498.4   544.2   621.2   784.2  1164.5  6571.0  92362.5    92233
read      495.8   609.5   148.8   194.7   209.4   361.9   488.2   575.0   679.1   826.8   964.3  1130.5  1562.8  6139.7 28083.9  32300.2    32286
read      500.4   678.0   148.8   192.6   206.6   405.7   520.6   602.4   669.9   741.8   827.3   948.8  1935.1  9653.3 30313.8  21679.7    21712
read      418.6   445.9   148.8   196.3   210.8   348.5   426.6   471.4   506.0   550.5   626.8   810.5  1616.6  4357.8 15245.1  53207.1    53313
read      362.9   301.6   148.8   201.6   214.8   353.4   399.9   423.3   438.6   457.3   479.0   514.0   650.6  4238.8 12024.0  13525.0    13513
read      354.2   336.6   148.8   201.0   214.1   347.6   389.8   410.7   425.2   440.9   461.7   493.9   581.6  3762.9 14490.1  12515.2    12554
read      366.3   228.3   148.8   194.1   207.6   338.0   410.1   450.2   477.4   508.8   551.3   629.1   789.1  1627.7  9017.3  43740.6    43759
read      364.2   213.5   148.8   198.7   213.4   333.3   398.7   436.9   465.9   501.5   548.8   632.4   802.0  1164.8  6344.2  88177.0    88229
read      388.5   244.8   148.8   204.6   221.8   352.7   420.2   460.8   492.4   532.0   586.9   680.1   910.3  2284.2  7690.8  96410.3    96365
read      477.0   428.3   148.8   196.4   210.9   389.8   504.2   586.8   667.4   761.5   862.7   997.5  1324.5  4334.9 15448.0  22728.8    22686
read      391.9   357.1   148.8   202.5   218.2   349.0   420.7   462.6   494.5   533.7   586.8   675.4   918.0  3846.7 12634.0  85419.0    85345
