#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      361.2   403.6   160.7   225.8   254.1   340.4   366.0   379.7   390.5   401.3   418.8   443.2   551.8  7701.9 13710.1   4925.2     5000  1715111480706  1715111486140
read      374.9   328.0   160.7   212.3   228.4   370.7   411.1   430.6   444.7   460.9   480.9   509.0   585.0  4033.7 15101.8   9878.0    10000  1715111487645  1715111493017
read      382.2   262.6   148.8   208.6   223.8   380.9   438.6   466.8   485.3   504.2   529.7   566.1   647.5  2102.3 10663.3  14998.4    15000  1715111494520  1715111499833
read      379.1   260.1   148.8   205.2   219.9   362.0   437.1   473.1   496.2   521.1   548.3   590.7   686.5  1705.4 11541.7  19884.6    20000  1715111501336  1715111506654
read      380.8   265.9   148.8   202.2   216.5   358.5   438.5   479.5   505.6   533.2   565.3   612.0   720.3  1384.8 12257.4  25010.8    25000  1715111508157  1715111513474
read      376.4   231.5   148.8   198.4   212.8   347.4   429.2   474.4   503.8   535.5   572.6   624.2   736.6  1279.7  8357.6  29987.2    30000  1715111514977  1715111520295
read      375.0   222.9   148.8   196.9   211.4   343.4   423.2   469.9   502.5   537.2   577.7   632.4   745.1  1172.1  7991.3  34906.0    35000  1715111521798  1715111527099
read      388.4   205.0   148.8   200.0   215.2   357.3   440.5   488.6   522.3   558.6   602.0   664.9   799.1  1412.7  7855.9  39975.4    40000  1715111528602  1715111533906
read      385.8   190.2   148.8   199.8   214.8   354.8   436.1   484.2   518.3   556.1   602.4   668.6   803.6  1207.1  7311.8  44845.8    45000  1715111535409  1715111540719
read      376.4   190.4   148.8   197.4   211.7   339.6   421.0   469.0   504.4   544.7   592.7   664.0   811.1  1274.3  7493.3  50001.0    50000  1715111542222  1715111547510
read      374.4   194.2   148.8   195.8   209.2   333.4   415.6   464.5   501.0   544.3   597.5   673.3   876.9  1377.9  6823.1  54998.0    55000  1715111549013  1715111554311
read      376.1   250.6   148.8   194.8   207.2   313.5   395.9   452.0   495.9   549.4   618.6   741.1  1112.8  1678.9  7768.1  60002.2    60000  1715111555814  1715111561111
read      364.5   257.7   137.8   194.2   206.9   318.8   393.7   439.1   475.5   522.9   582.9   667.9   901.8  1373.4  8432.3  64796.0    65000  1715111562614  1715111567904
read      366.4   198.3   148.8   195.1   207.9   315.2   393.6   441.3   479.8   529.1   592.3   691.5   977.0  1478.9  5335.4  69987.6    70000  1715111569407  1715111574701
read      371.0   206.0   148.8   197.3   210.5   318.5   396.1   444.8   483.7   532.5   596.7   701.1  1001.8  1558.9  7177.6  74994.2    75000  1715111576205  1715111581504
read      376.7   244.0   148.8   195.7   208.6   310.6   389.5   441.0   483.8   538.2   613.7   750.7  1216.1  2022.8  7861.1  79978.6    80000  1715111583007  1715111588311
read      380.9   244.6   148.8   197.4   211.2   317.6   394.1   444.9   486.6   540.4   615.7   761.3  1197.0  2009.3  7645.3  85299.2    85000  1715111589814  1715111595112
read      365.4   208.0   148.8   197.1   210.2   312.6   381.8   426.8   463.5   511.6   579.9   692.3  1074.0  1724.7  4653.3  89811.8    90000  1715111596615  1715111601906
read      361.5   209.6   148.8   198.0   211.1   309.9   374.5   417.6   453.7   500.9   569.1   687.2  1062.9  1678.6  5033.7  95012.2    95000  1715111603409  1715111608697
read      371.6   246.0   148.8   198.4   211.9   309.6   374.5   419.3   457.8   512.1   592.4   742.1  1234.3  2037.0  7953.8  99983.2   100000  1715111610201  1715111615494
read      391.3   267.8   148.8   204.5   219.1   320.5   386.5   432.4   474.6   537.0   624.8   812.3  1390.3  2574.4  7031.2 104856.8   105000  1715111616997  1715111622302
read      450.7   381.3   148.8   210.6   227.2   342.2   426.7   491.1   548.5   629.7   773.6  1066.8  1841.2  3947.6  9209.1 109749.4   110000  1715111623805  1715111629118
read      472.6   419.8   148.8   211.5   227.1   334.8   437.7   514.8   587.9   698.1   878.2  1182.0  2097.3  3921.0  9395.6 114785.3   115000  1715111630621  1715111635919
read      575.1   951.6   148.8   222.0   236.1   295.9   337.4   434.0   633.8   903.8  1277.2  1824.9  4063.9  8681.9 31822.2 114792.8   120000  1715111637422  1715111642723
read      586.6   960.8   148.8   219.2   234.3   319.1   395.4   523.3   647.2   858.9  1156.4  1742.6  4259.2  9513.2 31899.1 112631.4   125000  1715111644226  1715111649517
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.18%,48.73%,100.00%
