#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      366.0   412.5   173.5   231.2   256.2   336.1   366.1   382.3   394.0   406.5   427.1   460.8   670.4  7809.5 15677.1   4984.2     5000  1715176370993  1715176376472
read      399.3   375.3   160.7   224.5   241.2   381.8   435.1   461.7   479.9   500.5   527.3   566.9   692.5  5477.4 17583.3   9951.0    10000  1715176377977  1715176383379
read      406.4   304.6   148.8   214.2   230.3   385.5   461.8   498.0   522.3   548.4   580.3   627.0   765.3  3898.9 13696.5  14978.0    15000  1715176384884  1715176390206
read      432.5   314.3   160.7   217.7   235.0   399.6   484.9   531.3   563.6   598.5   641.8   727.6   866.2  3862.8 12151.9  19984.3    20000  1715176391710  1715176397047
read      448.2   285.0   160.7   218.4   235.1   412.7   502.1   554.9   591.7   635.7   709.1   785.9   940.3  1741.0 12160.8  25048.6    25000  1715176398551  1715176403898
read      452.9   260.6   160.7   217.0   234.2   414.4   505.0   561.2   603.1   658.8   731.9   814.0   982.2  1379.5  9866.5  30107.2    30000  1715176405403  1715176410712
read      470.9   282.8   160.7   214.3   233.1   443.0   531.2   580.8   620.4   682.1   759.0   847.8  1003.3  1489.6 11288.2  35029.2    35000  1715176412216  1715176417533
read      455.3   268.2   160.7   212.9   230.6   418.3   508.0   562.8   604.5   663.0   741.6   833.7  1012.3  1350.1  9930.4  39947.2    40000  1715176419037  1715176424344
read      441.9   245.4   148.8   209.5   226.9   402.1   493.5   547.7   590.4   641.3   723.3   812.5   982.9  2127.8  7795.3  45125.6    45000  1715176425847  1715176431146
read      443.6   224.7   148.8   209.9   227.3   405.7   497.1   547.8   587.0   638.0   725.9   829.2  1010.3  1357.7  6543.4  50089.2    50000  1715176432650  1715176437963
read      477.3   278.1   148.8   219.0   239.8   436.6   537.0   594.8   638.5   697.4   771.5   869.9  1028.1  1488.0 10215.6  55182.0    55000  1715176439466  1715176444776
read      448.3   235.5   148.8   215.1   234.1   405.4   496.9   553.8   596.2   650.8   728.6   829.6  1007.3  1379.3  7384.4  60176.2    60000  1715176446279  1715176451579
read      455.0   230.6   148.8   218.5   238.6   416.4   509.3   563.9   604.2   656.3   728.2   825.3  1002.5  1331.5  7725.6  64974.6    65000  1715176453083  1715176458384
read      478.3   275.2   160.7   229.1   254.9   439.2   532.5   585.8   627.8   683.1   748.4   844.1  1024.6  1463.0 10109.8  69919.6    70000  1715176459888  1715176465193
read      482.0   268.8   160.7   233.4   261.7   439.9   528.0   582.5   627.9   686.7   757.5   858.6  1062.0  1456.7 10606.4  74799.2    75000  1715176466696  1715176471998
read      545.9   293.2   160.7   251.7   290.1   497.2   592.4   661.6   719.7   789.3   874.7   999.5  1185.8  1509.1 10073.4  80040.6    80000  1715176473500  1715176478806
read      817.6   434.8   160.7   498.0   537.6   682.6   796.9  1073.0  1154.0  1219.4  1279.7  1363.2  1494.5  3960.3 16017.3  78492.0    85000  1715176480310  1715176485622
read      823.8   443.4   173.5   512.0   545.0   679.2   850.8  1102.6  1163.0  1219.8  1274.0  1352.6  1482.9  3442.2 18833.1  79137.6    90000  1715176487125  1715176492430
read      908.3   518.4   160.7   599.2   628.8   747.5   825.3  1201.7  1304.8  1367.4  1430.8  1494.5  1620.3  6788.4 19647.5  72761.2    95000  1715176493933  1715176499235
read      918.1   526.6   187.4   595.5   624.6   756.3   852.3  1213.4  1306.0  1368.2  1433.9  1505.8  1661.8  7207.9 20248.9  72082.0   100000  1715176500738  1715176506054
read      833.2   417.1   160.7   534.2   564.5   686.9   788.3  1115.4  1189.1  1244.0  1303.3  1373.6  1516.3  3924.7 14607.5  78920.0   105000  1715176507558  1715176512860
read      849.5   422.9   160.7   547.5   575.5   699.9   798.1  1132.0  1213.3  1272.3  1332.9  1402.5  1537.8  3919.0 15369.7  77383.4   110000  1715176514364  1715176519692
read      816.1   419.9   173.5   521.2   551.8   664.7   792.2  1114.0  1165.1  1214.1  1261.5  1331.4  1455.7  3990.1 15904.6  80493.0   115000  1715176521195  1715176526503
read      868.1   458.8   160.7   558.1   593.1   718.4   803.7  1144.4  1234.0  1301.1  1359.2  1441.1  1587.3  5291.9 16038.1  76012.6   120000  1715176528007  1715176533311
read      911.4   467.6   173.5   590.8   623.4   761.8   847.7  1190.8  1299.9  1369.9  1439.3  1520.6  1680.9  5451.5 16586.3  72342.6   125000  1715176534815  1715176540117
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.50%,73.00%,100.00%
