#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      356.2   397.9   173.5   231.2   252.9   327.3   351.6   365.4   374.0   388.3   402.9   434.4  1279.5  6214.3 14557.6   4909.4     5000  1715116018734  1715116024152
read      368.2   323.7   160.7   221.7   237.5   364.8   404.7   423.4   435.0   450.4   466.5   494.5   549.2  3246.3 11980.0   9956.2    10000  1715116025658  1715116031009
read      377.1   251.6   148.8   212.5   227.3   372.8   434.5   460.3   476.8   494.7   514.4   543.9   607.7  2527.8  9868.2  15040.0    15000  1715116032512  1715116037840
read      378.2   224.4   148.8   211.8   226.8   359.5   443.3   477.4   497.4   518.6   541.3   575.3   636.3  1293.8  9880.8  19920.2    20000  1715116039343  1715116044651
read      378.4   221.3   148.8   206.9   221.9   346.0   440.1   484.5   511.0   536.2   564.2   597.4   668.2  1248.8  9591.3  24970.4    25000  1715116046154  1715116051469
read      382.2   190.6   148.8   206.5   221.4   351.7   440.4   487.5   516.8   545.4   577.0   618.2   690.3  1337.9  6823.9  29964.8    30000  1715116052972  1715116058278
read      372.7   194.3   148.8   204.6   218.8   335.0   418.9   472.0   506.9   540.9   575.8   619.9   692.7  1308.0  7722.9  34903.5    35000  1715116059782  1715116065082
read      376.7   222.9   148.8   204.1   217.8   343.1   426.9   473.7   507.4   542.5   579.6   626.7   712.0  1099.2  9075.2  39897.4    40000  1715116066585  1715116071881
read      368.2   184.3   148.8   203.4   217.0   335.8   410.2   457.8   494.0   534.0   575.1   622.1   690.7   874.8  6187.6  44858.0    45000  1715116073385  1715116078666
read      377.9   193.6   148.8   204.4   218.8   346.1   426.7   470.8   505.4   544.0   584.8   632.2   718.8  1218.0  8291.9  50246.6    50000  1715116080170  1715116085476
read      369.3   179.1   148.8   204.9   218.7   337.2   410.6   454.3   488.5   529.2   573.9   625.1   705.8  1193.7  6421.6  54826.4    55000  1715116086980  1715116092284
read      376.4   178.9   148.8   206.0   221.0   344.4   423.8   466.9   500.1   538.1   581.5   635.4   738.4  1025.6  5538.1  60047.8    60000  1715116093788  1715116099092
read      363.6   179.8   148.8   205.8   219.9   333.2   402.8   442.8   473.0   511.8   559.2   615.9   697.4   920.6  7929.5  64956.0    65000  1715116100596  1715116105889
read      363.2   173.8   148.8   206.5   220.8   333.0   401.8   441.3   471.0   507.7   552.7   611.0   699.8  1176.1  6982.7  69949.2    70000  1715116107392  1715116112687
read      367.4   162.3   148.8   207.8   222.8   336.5   407.3   448.1   477.3   512.8   557.4   618.6   725.7  1018.1  4299.5  75001.4    75000  1715116114190  1715116119482
read      368.2   173.2   148.8   211.0   226.3   338.3   405.1   444.0   471.8   507.1   550.7   614.1   728.2  1181.9  5987.6  79829.8    80000  1715116120986  1715116126286
read      364.2   163.6   148.8   208.1   222.9   332.5   398.5   438.5   468.6   504.6   549.0   616.2   745.4  1109.3  4885.4  84977.2    85000  1715116127790  1715116133100
read      360.6   160.3   148.8   212.0   227.0   334.3   396.7   432.0   458.5   490.1   530.7   588.9   692.9   971.7  5917.2  90062.6    90000  1715116134604  1715116139905
read      351.2   174.9   148.8   209.2   223.6   322.5   381.9   416.8   443.2   475.1   517.8   579.5   691.6  1007.0  7113.1  95031.9    95000  1715116141408  1715116146700
read      360.2   156.6   160.7   214.0   229.2   336.1   393.1   426.6   452.0   482.3   522.1   582.5   712.1   973.8  5734.7 100064.8   100000  1715116148203  1715116153508
read      380.3   167.0   148.8   220.3   237.3   355.9   415.4   450.7   476.0   507.2   548.8   620.6   788.9  1075.6  5900.9 104628.9   105000  1715116155011  1715116160313
read      373.2   189.3   148.8   222.5   240.0   351.2   405.8   437.7   461.8   490.6   528.2   587.3   725.8  1011.2  8277.5 109924.6   110000  1715116161817  1715116167118
read      414.4   196.9   160.7   237.3   259.8   388.3   448.2   483.9   510.4   545.1   592.4   678.0   871.3  1178.4  7754.9 114419.6   115000  1715116168623  1715116173935
read      430.6   180.8   160.7   248.2   274.7   410.5   469.7   505.0   532.1   564.3   608.0   679.6   826.9  1061.5  4928.8 119595.3   120000  1715116175439  1715116180733
read      526.6   236.3   160.7   286.4   322.1   501.1   584.5   631.9   667.3   708.8   761.7   841.6   991.3  1195.6  8873.5 118817.2   125000  1715116182237  1715116187529
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 86.62%,46.46%,100.00%
