#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      390.8   487.2   160.7   224.1   253.3   361.8   400.2   422.2   436.7   456.0   478.0   515.4   637.0  8030.0 18353.3   4888.2     5000  1715110766053  1715110771512
read      424.5   320.1   160.7   208.8   225.8   406.6   472.6   507.0   531.9   559.6   594.4   653.3   792.4  4530.1 12444.8   9968.5    10000  1715110773019  1715110778418
read      452.0   354.7   160.7   205.6   221.3   416.2   507.6   556.3   592.8   636.8   699.2   803.0  1003.6  4233.1 12089.9  14905.8    15000  1715110779922  1715110785265
read      461.4   294.6   148.8   202.8   218.6   398.8   509.1   575.4   627.3   697.7   805.0   942.2  1210.4  1592.5  8137.8  20054.0    20000  1715110786768  1715110792102
read      485.1   407.4   148.8   203.6   218.9   391.8   506.9   583.7   647.7   747.9   902.0  1110.8  1402.0  3610.8 15886.8  24998.2    25000  1715110793605  1715110798938
read      500.0   422.5   148.8   204.2   219.4   384.3   500.1   582.1   659.9   785.7   984.5  1275.0  1576.5  3783.7 12913.0  30064.8    30000  1715110800441  1715110805796
read      488.2   443.6   148.8   201.2   215.2   353.1   469.3   550.3   627.0   756.0   994.7  1342.4  1685.3  2302.0 15302.5  34876.0    35000  1715110807300  1715110812616
read      481.7   432.6   148.8   199.5   213.9   346.5   459.8   538.9   607.2   726.2   955.3  1362.2  1773.7  2593.3 13943.0  40023.4    40000  1715110814120  1715110819438
read      476.7   448.2   148.8   197.7   211.9   326.4   420.9   499.3   564.7   676.7   974.7  1471.8  1998.8  2726.4 11394.4  44924.8    45000  1715110820941  1715110826258
read      494.5   476.7   148.8   199.6   214.7   337.7   433.8   511.7   578.3   685.0   996.3  1538.0  2216.9  3030.3 12592.8  50104.2    50000  1715110827761  1715110833081
read      499.0   458.8   148.8   201.9   217.1   351.4   455.2   534.4   601.2   707.6   947.4  1463.6  2268.4  3181.9 11417.2  55010.2    55000  1715110834584  1715110839887
read      502.3   508.5   148.8   202.8   219.0   346.1   443.2   521.6   588.4   690.3   938.2  1516.5  2436.3  3322.5 12674.4  60074.0    60000  1715110841390  1715110846694
read      491.0   457.6   148.8   204.2   221.0   352.4   457.7   533.0   593.7   690.6   884.3  1364.4  2207.0  3287.7 13393.3  65061.2    65000  1715110848198  1715110853494
read      755.4   547.2   148.8   215.0   237.3   645.4   865.8  1000.3  1096.1  1231.9  1417.4  1707.9  2381.4  3779.6 13649.6  70057.7    70000  1715110854998  1715110860314
read      939.7   832.8   148.8   210.8   225.3   780.2  1097.9  1303.4  1457.3  1643.9  1902.2  2371.0  3426.9  5606.8 21514.8  69569.8    75000  1715110861818  1715110867125
read      872.6   628.1   148.8   212.7   233.0   789.8  1020.8  1154.1  1269.9  1406.1  1591.0  1884.7  2734.6  4360.3 16245.6  74449.0    80000  1715110868628  1715110873933
read      888.8   661.4   148.8   207.0   223.4   810.2  1052.5  1192.2  1314.4  1462.3  1649.8  1960.5  2769.0  4910.3 15378.2  73322.6    85000  1715110875436  1715110880749
read      905.7   732.0   148.8   210.9   229.0   804.1  1050.4  1198.6  1325.7  1481.0  1682.6  2033.9  3054.4  5828.2 19557.6  72359.0    90000  1715110882253  1715110887563
read      866.1   565.3   148.8   206.5   223.4   829.2  1023.4  1127.9  1234.2  1359.8  1529.9  1784.2  2452.5  4048.2 11604.6  75201.4    95000  1715110889066  1715110894374
read      908.0   804.1   148.8   211.3   229.0   781.1  1042.1  1199.0  1333.0  1502.7  1714.4  2088.6  3309.1  7540.2 25715.4  72324.4   100000  1715110895878  1715110901192
read      909.1   696.9   148.8   209.0   224.0   837.9  1080.5  1234.3  1351.1  1510.0  1697.7  2007.2  2808.3  4249.7 18327.7  72019.8   105000  1715110902695  1715110908012
read      869.2   601.1   148.8   213.4   234.8   811.5  1001.3  1117.3  1223.2  1348.2  1528.4  1796.9  2600.9  4402.5 16064.0  75132.6   110000  1715110909516  1715110914830
read      928.0   741.2   148.8   214.3   231.7   810.0  1093.9  1264.9  1393.1  1568.3  1776.2  2147.9  3154.2  5392.6 16946.5  70647.4   115000  1715110916334  1715110921646
read      963.4   878.1   148.8   214.9   230.6   768.2  1126.0  1340.9  1510.0  1715.5  1994.8  2499.7  3626.5  6768.2 20971.4  68259.1   120000  1715110923149  1715110928457
read      915.4   764.5   148.8   207.1   221.7   797.6  1075.8  1251.6  1379.4  1554.8  1777.4  2165.8  3207.2  4832.6 19437.8  71575.0   125000  1715110929960  1715110935264
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.53%,64.18%,100.00%
