#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      370.2   383.2   173.5   233.0   264.7   351.5   377.7   392.1   401.2   414.5   430.5   459.8   563.7  7724.8 13445.7   4974.4     5000  1715110295214  1715110300681
read      384.8   301.5   148.8   215.5   231.7   383.9   425.7   446.7   460.6   475.8   496.5   527.2   603.2  3885.7 15063.4  10005.8    10000  1715110302187  1715110307577
read      391.5   275.8   148.8   209.2   225.0   392.6   454.2   482.3   500.0   520.1   543.3   580.2   651.9  1896.4 10647.1  15116.8    15000  1715110309080  1715110314429
read      385.3   278.6   148.8   204.6   219.2   366.1   446.1   482.2   504.2   529.3   558.0   601.9   697.3  3256.5 10262.2  19955.2    20000  1715110315933  1715110321284
read      384.2   240.5   148.8   202.1   216.6   358.4   445.3   485.7   511.8   539.7   574.0   623.1   732.6  1705.7 10060.4  25014.4    25000  1715110322788  1715110328126
read      383.1   276.9   148.8   200.1   214.6   348.3   439.2   486.2   516.7   548.5   585.1   633.4   737.2  1406.8 12282.4  29917.8    30000  1715110329630  1715110334966
read      379.0   240.6   148.8   197.5   211.7   343.7   429.4   478.3   510.5   545.4   587.4   642.6   755.6  1311.8  8591.2  35058.2    35000  1715110336469  1715110341766
read      374.0   187.3   148.8   196.3   210.3   339.9   421.6   471.4   506.0   543.1   586.6   641.9   750.8  1150.3  7170.7  39857.4    40000  1715110343269  1715110348576
read      381.6   235.0   148.8   194.3   208.3   343.1   431.2   481.7   517.1   555.9   601.4   665.6   799.6  1914.9  8651.8  44976.7    45000  1715110350080  1715110355392
read      381.4   225.2   148.8   196.4   210.3   345.3   431.4   481.6   517.4   556.1   600.9   663.2   794.4  1219.3  9263.0  49932.7    50000  1715110356896  1715110362220
read      377.0   203.2   148.8   194.2   208.0   340.8   425.4   474.3   510.0   549.1   595.5   664.1   812.4  1274.7  7933.0  54890.6    55000  1715110363723  1715110369045
read      374.4   213.3   148.8   194.8   208.2   331.1   417.2   468.3   506.1   548.5   599.9   671.0   848.5  1400.4  8328.9  59840.4    60000  1715110370549  1715110375866
read      374.4   210.3   137.8   195.1   208.4   324.3   410.1   463.2   502.9   549.2   606.6   690.4   916.8  1416.9  7628.5  64939.8    65000  1715110377370  1715110382687
read      370.2   223.3   148.8   195.0   208.1   322.2   402.6   453.4   492.2   537.9   594.4   679.9   907.0  1460.1  9437.4  70075.4    70000  1715110384190  1715110389501
read      373.5   213.1   148.8   195.1   208.7   318.7   401.1   453.7   494.4   543.4   607.5   708.1   997.0  1510.8  6555.7  74902.0    75000  1715110391004  1715110396321
read      371.4   221.0   148.8   195.1   208.3   309.8   386.2   438.8   482.2   536.1   609.0   735.1  1098.3  1745.7  6277.3  80145.0    80000  1715110397825  1715110403132
read      359.1   208.3   148.8   197.5   210.2   310.7   379.6   423.7   460.7   509.3   576.2   672.8   924.6  1414.4  7306.2  85064.8    85000  1715110404635  1715110409949
read      365.9   244.5   148.8   196.9   209.7   308.2   378.9   426.5   465.6   517.8   588.0   706.6  1073.4  1739.9  7811.2  90108.4    90000  1715110411452  1715110416766
read      359.4   202.4   148.8   198.5   211.7   310.3   374.8   416.5   451.1   499.8   570.3   680.7   999.3  1520.2  7034.3  95193.8    95000  1715110418269  1715110423573
read      371.1   237.2   137.8   198.0   211.1   305.6   370.3   415.9   456.2   511.6   593.8   749.0  1275.8  2306.2  5758.6 100042.2   100000  1715110425076  1715110430401
read      373.9   226.4   148.8   202.4   216.3   318.4   382.5   425.0   461.7   512.3   587.7   724.7  1161.8  1932.1  6480.2 105041.8   105000  1715110431905  1715110437220
read      465.0   454.5   148.8   213.5   229.7   337.7   425.5   498.8   564.7   658.4   819.9  1143.6  2016.4  4373.1 12346.0 109822.2   110000  1715110438722  1715110444033
read      473.4   404.5   148.8   213.1   229.5   346.8   452.8   529.5   595.3   692.2   854.8  1148.1  1969.5  3903.0 10342.0 114962.6   115000  1715110445537  1715110450847
read      605.0   988.7   148.8   224.7   240.8   324.4   391.9   527.4   674.3   902.9  1217.7  1841.6  4402.9 10212.7 31805.6 109196.6   120000  1715110452352  1715110457658
read      549.8   745.1   148.8   219.2   231.2   294.0   345.4   528.2   673.1   898.3  1189.0  1730.3  3444.9  6530.6 25057.6 118776.0   125000  1715110459161  1715110464478
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.51%,59.60%,100.00%
