#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      340.6   427.3   160.7   218.4   238.1   316.8   344.0   360.0   370.6   384.8   401.4   432.7   578.3  5472.8 17260.5   4956.8     5000  1715260467113  1715260472545
read      362.3   335.6   148.8   199.8   214.9   347.0   393.5   417.8   434.1   453.8   475.8   511.7   619.0  5331.3 13620.7   9814.2    10000  1715260474051  1715260479426
read      383.8   320.9   148.8   199.9   217.0   359.6   426.5   461.6   486.0   512.9   546.0   594.4   726.7  3798.7 12818.3  15019.6    15000  1715260480929  1715260486266
read      401.0   279.8   148.8   204.6   221.5   374.6   447.9   489.1   518.3   552.8   595.3   655.0   821.1  1709.7 13956.4  19934.3    20000  1715260487769  1715260493095
read      418.6   262.9   148.8   196.4   214.0   397.6   465.6   507.2   540.8   582.2   631.5   709.9   884.4  1980.5  9876.9  24970.8    25000  1715260494598  1715260499920
read      439.1   276.8   148.8   203.1   221.2   414.8   491.7   534.3   568.6   613.2   673.1   777.0   970.9  1979.3 12351.6  29897.2    30000  1715260501424  1715260506748
read      433.4   260.8   148.8   202.5   219.5   404.0   488.7   533.1   567.6   612.9   673.4   782.6   998.6  1470.9  9872.4  35019.6    35000  1715260508251  1715260513580
read      442.4   274.9   148.8   203.5   222.1   409.9   499.7   547.4   584.1   627.3   687.4   794.4  1014.3  1801.1 10112.2  40007.0    40000  1715260515084  1715260520394
read      433.8   297.0   148.8   201.4   218.8   391.8   484.0   539.1   581.5   630.3   694.4   798.6   986.2  1417.7 13138.8  44979.2    45000  1715260521897  1715260527254
read      454.7   277.6   137.8   199.3   219.7   419.9   515.0   568.4   607.2   653.4   725.2   830.4  1049.1  1585.3 10158.2  49742.4    50000  1715260528758  1715260534062
read      444.7   260.5   148.8   197.1   217.4   407.6   500.4   553.9   593.7   641.1   714.7   818.4  1018.9  1465.3  9223.4  54913.2    55000  1715260535565  1715260540870
read      460.3   262.8   148.8   204.3   226.4   423.2   517.0   575.7   617.0   665.6   734.1   836.1  1034.1  1612.0  9441.9  59909.8    60000  1715260542374  1715260547695
read      438.6   250.5   148.8   203.9   225.0   398.1   482.2   533.1   573.2   624.1   696.5   818.8  1079.4  1380.2  9575.7  64917.6    65000  1715260549199  1715260554512
read      443.4   299.5   137.8   204.6   227.8   402.1   487.4   538.8   578.8   627.6   694.2   807.8  1027.3  1456.8 12342.5  69975.7    70000  1715260556016  1715260561317
read      480.3   292.4   137.8   216.7   248.2   443.5   538.9   590.5   629.2   678.9   746.5   843.1  1055.9  1447.1 11042.1  75061.8    75000  1715260562821  1715260568118
read      846.2   454.9   148.8   528.4   567.7   713.6   803.1  1088.2  1192.5  1259.4  1327.1  1404.6  1560.8  4771.6 16738.3  76240.8    80000  1715260569622  1715260574928
read      813.3   401.1   148.8   510.4   546.8   681.0   785.0  1058.0  1147.1  1213.3  1271.0  1348.4  1480.0  3863.3 14334.3  79784.8    85000  1715260576432  1715260581732
read      811.4   412.8   160.7   509.1   539.6   676.3   795.0  1069.0  1142.4  1203.5  1261.7  1342.6  1481.2  3905.9 14194.5  80523.8    90000  1715260583236  1715260588553
read      849.0   441.4   148.8   542.7   576.3   710.3   796.0  1112.3  1210.2  1272.8  1334.1  1406.8  1569.8  5049.5 15865.9  77419.0    95000  1715260590057  1715260595362
read      828.7   454.8   218.6   519.1   553.9   692.1   796.0  1077.9  1159.9  1225.6  1287.5  1370.7  1518.1  4348.0 18825.0  79472.6   100000  1715260596865  1715260602161
read      837.4   421.5   137.8   547.6   575.8   691.1   772.0  1118.2  1204.2  1259.5  1317.4  1377.3  1494.0  4058.5 15329.1  78494.4   105000  1715260603666  1715260608978
read      863.2   430.7   148.8   560.9   597.1   722.6   798.6  1124.6  1230.8  1299.2  1356.3  1434.4  1569.6  4013.1 15312.0  76261.8   110000  1715260610482  1715260615796
read      889.3   444.8   173.5   578.8   613.4   744.3   822.1  1134.4  1264.0  1334.3  1400.2  1478.2  1612.4  4790.4 15965.0  74078.7   115000  1715260617300  1715260622655
read      838.0   415.3   160.7   548.9   576.4   698.1   779.1  1107.1  1197.5  1256.7  1319.8  1386.0  1519.0  3779.6 15648.3  78448.2   120000  1715260624159  1715260629472
read      820.7   435.5   173.5   517.0   551.6   684.5   784.5  1074.5  1156.5  1221.5  1280.9  1359.8  1488.9  3991.2 17126.3  80213.9   125000  1715260630976  1715260636281
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.55%,68.88%,100.00%
