Random waveform, supplied seed
Total number of intervals = 90 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616)
Average QPS expected = 51583
Timestamp start: 1715419293451
Timestamp end: 1715420195136

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      438.5  1078.3   160.7   210.5   227.3   333.6   366.8   386.4   400.4   422.0   460.5   622.4  2160.6 18075.2 31339.1   7427.1     7434
read      385.7   510.5   148.8   202.8   216.5   339.7   410.2   453.5   485.8   525.4   578.5   663.5   864.9  4412.7 21989.6  67224.0    67201
read      478.4   332.3   148.8   216.6   236.2   400.2   498.7   565.0   621.0   695.1   802.5   999.4  1514.5  2519.6 10636.5  85842.8    85927
read      386.4   228.8   148.8   204.3   218.8   346.7   420.6   466.2   501.2   543.6   600.2   689.2   902.4  1730.2  8114.1  64039.9    63953
read      378.0   244.3   148.8   203.5   217.3   342.6   421.1   464.8   494.8   528.8   571.7   636.4   804.1  2012.7  8918.3  31544.1    31595
read      395.1   250.5   148.8   206.6   222.7   353.0   425.6   469.5   504.1   546.9   609.3   714.7   994.2  1742.2  8757.3  87910.9    87879
read      359.4   399.9   160.7   215.4   232.9   338.0   369.5   386.7   398.1   413.2   433.3   474.7   669.6  5471.9 13269.7   7315.1     7287
read      391.2   215.7   148.8   205.5   219.8   350.6   426.9   475.1   511.6   556.2   615.6   705.5   917.4  1428.3  8404.2  62150.2    62295
read      359.9   530.9   160.7   215.1   233.1   332.5   362.1   377.7   390.2   402.6   424.0   461.3   647.5  7432.6 25294.3   6548.5     6561
read      365.8   232.8   148.8   206.3   220.5   341.4   414.4   448.7   470.3   494.7   523.8   567.8   676.1  2347.0  9773.7  22418.0    22532
read      381.4   269.2   148.8   203.6   217.8   342.6   413.4   457.2   490.2   529.9   581.4   663.1   857.0  2820.0  9392.9  60574.7    60653
read      398.1   281.8   148.8   203.5   217.8   349.6   429.3   477.4   513.4   557.5   615.4   708.1  1070.5  2876.2  9159.3  59079.8    59076
read      431.3   286.7   148.8   209.1   225.7   378.0   468.4   522.3   562.7   611.9   677.0   787.6  1198.3  2968.8  9435.4  59983.9    60154
read      382.6   403.7   160.7   206.0   220.4   346.7   423.7   461.8   486.9   513.6   546.6   599.4   765.4  3858.4 15066.9  22998.4    22964
read      368.6   410.6   148.8   212.1   228.4   343.0   378.5   397.4   411.6   429.7   456.1   506.2   761.3  5341.6 19526.3   8192.8     8172
read      386.1   271.8   148.8   206.2   220.3   345.8   427.8   471.8   501.8   536.7   580.0   651.8   974.6  2083.2 10516.5  27678.7    27652
read      395.7   317.0   148.8   206.4   221.1   350.3   433.3   479.5   512.3   550.7   600.9   681.2  1019.4  2378.5  9203.4  37537.6    37594
read      380.1   277.3   148.8   206.2   220.1   347.6   427.2   467.0   492.9   521.5   555.8   612.4   791.1  2714.1 11252.7  24366.0    24367
read      387.8   265.4   148.8   209.1   223.6   352.2   431.2   474.7   505.3   539.8   582.3   645.8   808.9  2338.4  9316.3  33756.1    33771
read      397.9   207.7   148.8   213.3   230.0   364.8   437.3   479.8   510.5   549.0   602.4   687.5   882.1  1414.3  8506.9  85009.5    84944
read      395.8   203.4   148.8   213.5   230.2   363.9   436.0   478.0   508.7   546.5   596.7   678.9   857.0  1427.7  7712.3  85620.9    85666
read      391.3   207.4   148.8   208.3   223.4   356.7   433.7   479.1   511.7   550.2   600.4   678.3   852.4  1474.0  7999.9  51930.5    51918
