#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      445.8   583.5   173.5   260.6   285.4   407.5   452.7   475.1   492.8   511.2   540.4   585.0   835.3  9902.9 23034.7   4984.4     5000  1715151949510  1715151954903
read      455.3   403.4   160.7   237.6   258.0   439.9   506.3   537.8   559.5   584.9   616.8   664.1   799.2  6344.9 15478.8   9940.0    10000  1715151956407  1715151961760
read      464.5   281.9   160.7   229.1   249.1   441.0   532.8   579.9   611.8   646.3   689.7   761.6   913.6  3105.3 10601.2  14906.0    15000  1715151963265  1715151968579
read      477.4   339.9   160.7   225.4   245.9   442.2   540.3   596.5   637.5   684.9   740.3   811.9   977.3  3415.5 12734.2  19898.0    20000  1715151970083  1715151975391
read      508.3   341.0   160.7   226.4   247.8   461.8   581.5   650.0   701.8   759.8   824.4   916.2  1131.0  3260.5 12051.0  24846.7    25000  1715151976896  1715151982208
read      516.2   328.5   160.7   226.0   247.2   457.3   586.8   662.7   720.1   783.5   854.8   971.6  1254.9  2550.9 10254.0  29977.4    30000  1715151983712  1715151989018
read      506.5   326.0   148.8   222.5   242.0   435.0   568.8   653.5   717.4   783.9   860.8   993.7  1321.9  1883.6 10213.2  34943.2    35000  1715151990521  1715151995817
read      506.6   319.6   160.7   222.5   240.9   407.6   543.5   634.3   708.7   796.3   905.4  1099.2  1504.1  2157.1  6973.6  40120.8    40000  1715151997320  1715152002614
read      505.9   351.5   160.7   220.5   238.3   396.3   532.2   626.4   707.9   801.7   917.0  1127.9  1585.8  2284.5  8861.0  44994.6    45000  1715152004117  1715152009416
read      496.1   360.3   148.8   218.7   235.7   374.6   495.2   590.3   674.3   784.6   927.1  1184.7  1670.3  2504.9  9227.6  50049.2    50000  1715152010921  1715152016205
read      495.5   407.9   160.7   218.0   233.8   357.2   459.8   550.1   646.5   789.2   976.6  1285.2  1829.7  2631.3 12310.2  54861.8    55000  1715152017709  1715152022997
read      510.1   389.4   148.8   220.3   238.6   379.2   499.5   595.9   688.2   815.9   980.2  1239.2  1793.9  2514.0 10805.0  59885.4    60000  1715152024500  1715152029793
read      497.6   388.0   160.7   218.5   235.5   363.6   465.2   551.9   647.6   791.9   981.3  1266.2  1826.0  2514.3 11140.1  64944.0    65000  1715152031297  1715152036599
read      960.2   920.6   160.7   286.0   330.8   552.5  1328.0  1578.0  1676.6  1775.7  1885.2  2079.1  2961.0  7936.7 31236.4  66865.6    70000  1715152038103  1715152043397
read      788.7   778.5   160.7   258.2   292.7   447.8   637.2  1238.2  1474.1  1604.3  1730.5  1921.4  2891.6  6334.7 24355.6  74241.0    75000  1715152044901  1715152050192
read      990.7  1234.5   160.7   286.4   332.3   554.9  1313.8  1580.3  1680.9  1774.5  1872.8  2067.7  2978.4 13772.2 32374.4  67430.6    80000  1715152051696  1715152056990
read      892.5  1139.9   160.7   289.0   329.7   474.4   772.8  1480.7  1579.4  1676.5  1787.3  1955.2  2905.8 12759.4 35196.6  74596.6    85000  1715152058494  1715152063787
read      915.9  1123.5   160.7   284.9   335.3   495.5   939.7  1517.4  1609.9  1703.2  1810.5  1969.9  2892.7 12913.1 31988.9  72666.2    90000  1715152065291  1715152070585
read      867.2  1175.2   160.7   296.3   333.4   449.3   680.5  1449.9  1565.1  1658.4  1748.6  1897.8  2829.4 15478.6 35861.1  76831.4    95000  1715152072089  1715152077388
read      922.2  1393.3   160.7   283.9   339.4   483.8   715.7  1479.2  1590.5  1687.6  1794.1  1957.7  2940.4 17567.6 38178.4  72894.2   100000  1715152078891  1715152084181
read      902.7  1425.6   160.7   292.9   327.9   464.5   665.4  1427.8  1554.6  1657.2  1775.4  1954.7  2970.4 18242.4 37423.0  74978.2   105000  1715152085685  1715152090989
read      929.3  1375.2   160.7   291.9   342.6   487.0   736.2  1474.0  1591.0  1692.7  1806.8  1998.6  2971.4 17494.4 37291.3  72329.2   110000  1715152092493  1715152097780
read      902.8  1184.7   160.7   288.4   335.1   477.5   792.7  1501.1  1593.3  1686.1  1791.5  1955.8  2884.3 15251.5 32423.8  74002.6   115000  1715152099284  1715152104582
read      923.8  1160.7   160.7   289.5   338.2   497.2   999.7  1524.0  1621.7  1714.6  1821.1  1983.8  2889.9 15757.3 32375.9  72095.0   120000  1715152106087  1715152111390
read      997.3  1446.3   173.5   289.8   339.4   543.9  1144.4  1553.7  1658.7  1753.3  1858.5  2024.2  2990.5 17527.1 36642.0  67609.2   125000  1715152112894  1715152118188
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 84.17%,36.68%,100.00%
